text,lang,langFam,category,origin
"Why @BhimArmyChief jailed?
Bcz he raised voice against Modi Shah's dictatorship step. He jailed bcz he spoken in favour of Constitution. Now he is being tourcherd in the jail. That's why we want #AzadiForAzad
#ProvideTreatmentImmediately 
#99535_88585_AgainstCAA @BhimArmyChief https://t.co/TYUplF1zzH",Indian,Indo-Aryan,,NonNative
"I have done ,now it is your turn to raise your voice against this hell law...
#99535_88585_AgainstCAA https://t.co/yEm0pj3DTj",Indian,Indo-Aryan,,NonNative
"23rd day of JAMIA protest movement against CAA/NRC/NPR.
Actor Ali khan in solidarity with JAMIA. 
#99535_88585_AgainstCAA https://t.co/wDUtlNXFdM",Indian,Indo-Aryan,,NonNative
"I wasn't shocked when Sanghi IT Cell coolies were spreading a number and asking people for Hot chat etc. 

We shouldn't forget that how Sanghis have taken out rallies in support of rapists in Kathua and Unnao. 

That mentality is responsible for rape.

 #99535_88585_AgainstCAA",Indian,Indo-Aryan,,NonNative
"Save Constitution, Save India!

Give a missed call to: 99535 88585

#99535_88585_AgainstCAA 
https://t.co/LgEmmd3rEx https://t.co/SsvgqF9qM1",Indian,Indo-Aryan,,NonNative
"‘They asked us to drink urine if thirsty’ — UP madrasa students allege police brutality-Maulana Asad Raza Hussaini

Maulana Asad Raza Hussaini receiving Maharshi Badrayan Vyas Samman from Vice-President Venkaiah Naidu in August 2019

#99535_88585_AgainstCAA https://t.co/DqLG3S71y4",Indian,Indo-Aryan,,NonNative
"Save constitution.
Register your protest against
1. CitizenshipAmendmentAct (CAA)
2. The National Register of Citizens  (NRC)
3. National Population Register (NPR)
I have given a missed call. Did you?
#99535_88585_AgainstCAA https://t.co/YY85EUq9v4",Indian,Indo-Aryan,,NonNative
"Guys keep it up  trending on number 2 
It should trend worldwide 
#99535_88585_AgainstCAA https://t.co/v6HYKj2I0Z",Indian,Indo-Aryan,,NonNative
"BJP, the ruling party in India launched a missed call campaign, asking people to call 8866288662 &amp; show their support to the  CAA 2019
This is how it's being propagated on Social media
This is how BJP works
This is how PROPAGANDA works
 #99535_88585_AgainstCAA
1/1 https://t.co/4z9N2eeey0",Indian,Indo-Aryan,,NonNative
"They wanted vote in the name of soldiers, now in the name of @imVkohli

#99535_88585_AgainstCAA
#मोदी_एंटीनेशनल_हैं
#IndiaAgainstCAA_NRC_NPR https://t.co/YnrcIZn7xu",Indian,Indo-Aryan,,NonNative
"I have done my work 
#99535_88585_AgainstCAA https://t.co/lrZm9kH4dt",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
Have you missed call in this number yet?This number doesn't provide you free Netflix, sex chat or free recharge, neither this is any girl's number.This is a number to raise your voice against dilution of our constitution by Modi Govt.Give missed call fast.",Indian,Indo-Aryan,,NonNative
#99535_88585_AgainstCAA communal party have no respect for indians including army https://t.co/F1JAFO9Hp7,Indian,Indo-Aryan,,NonNative
"Plzz  give a missed Call on this number Show your power
 
#99535_88585_AgainstCAA https://t.co/uIiu6B4vXJ",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
To Congress Party,
Stop your propoganda. This no. is not belong to BJP. I searched on true caller and found this in actual. https://t.co/hudPp9Zq58",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA

I have given a miss call,
You???

Please give a miss call to show your protest against #CAA_NRC_NPR https://t.co/dc7t3tKrME",Indian,Indo-Aryan,,NonNative
"@SaraswatVijoy @Mustafa2Bharmal @RvishNDTV #99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
always against CAA",Indian,Indo-Aryan,,NonNative
Against #99535_88585_AgainstCAA,Indian,Indo-Aryan,,NonNative
"Miss call if you love your India 

#99535_88585_AgainstCAA",Indian,Indo-Aryan,,NonNative
"@jarariya91 #99535_88585_AgainstCAA
#99535_88585_AgainstCAA
Missed call karo log",Indian,Indo-Aryan,,NonNative
"Give a missed call on this number
And ask your family and frnd to do the same 
#SaveTheConstitution
#IndiaAgainstCAA_NPR_NRC
#99535_88585_AgainstCAA https://t.co/O8ri4QgeJe",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
Miss call de diya",Indian,Indo-Aryan,,NonNative
Whose number is this?? #99535_88585_AgainstCAA,Indian,Indo-Aryan,,NonNative
BJpigs have become a BJporn party #99535_88585_AgainstCAA,Indian,Indo-Aryan,,NonNative
Give miss call to reject CAA #99535_88585_AgainstCAA,Indian,Indo-Aryan,,NonNative
"#मोदी_एंटीनेशनल_हैं 
#99535_88585_AgainstCAA
MLA Bandhu Tirkey said tribal community voted against BJP in Jharkhand Assembly Election 2019 https://t.co/sddpf7ca8e",Indian,Indo-Aryan,,NonNative
"Plz give missed call on below no to oppose #CAA
#99535_88585_againstCAA https://t.co/aLnI1vWwYI",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
I against this act because its against The Constitution of India.",Indian,Indo-Aryan,,NonNative
"Give missed call 
#99535_88585_AgainstCAA",Indian,Indo-Aryan,,NonNative
"Call for save constitution of India

 #99535_88585_AgainstCAA",Indian,Indo-Aryan,,NonNative
"People in BJP belives-

- Einstien discover gravity
- Sun emits OM sound
- Cow exhales oxygen
- Cloud affects Radar
- Gaumutr cures cancer

And these People makes fun of Rahul Gandhi😂
@Nehr_who 
#मोदी_एंटीनेशनल_हैं 
#99535_88585_AgainstCAA",Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
Miss call now 9953588585",Indian,Indo-Aryan,,NonNative
@_garrywalia Urban Naxals please give a missed call on #99535_88585_AgainstCAA,Indian,Indo-Aryan,,NonNative
"#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
#99535_88585_AgainstCAA
always against CAA Moti https://t.co/YSsAB4nP8Z",Indian,Indo-Aryan,,NonNative
text,Indian,Indo-Aryan,,NonNative
"#AskSaiTej
One word About This Combination 🔥
@IamSaiDharamTej https://t.co/9mGBEM8gxT",Indian,Indo-Aryan,,NonNative
".@IamSaiDharamTej One word about our hot seat 😉 &amp; @GeethaArts team.
#AskSaiTej",Indian,Indo-Aryan,,NonNative
Trying my max bro #AskSaiTej https://t.co/WrriI7rkLP,Indian,Indo-Aryan,,NonNative
"What about kerala special made cake??

#AskSaiTej https://t.co/dEp5YCe655",Indian,Indo-Aryan,,NonNative
"#AskSaiTej ❣️❣️❣️❣️love u darlinggg 
Expecting different script selection from u 😉 https://t.co/UqgK60Y2Pk https://t.co/cMRFYqs7GA",Indian,Indo-Aryan,,NonNative
#AskSaiTej bro can we expect an energetic role like this again? https://t.co/ICsANxDamF,Indian,Indo-Aryan,,NonNative
"Anna one word about @tamannaahspeaks Mam 🙏

#AskSaiTej 
@IamSaiDharamTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej  
We Want Controversy Maaannn 😂😂 https://t.co/psNdixRWE0",Indian,Indo-Aryan,,NonNative
"#AskSaiTej

Supreme Hero @iamsaidharamtej will be live for a chat session from 5PM to 6PM tomorrow. https://t.co/Le9zJ8GnCE",Indian,Indo-Aryan,,NonNative
#AskSaiTej Anna who's ur Favorite hero apart from MEGASTAR &amp; POWERSTAR ?? @IamSaiDharamTej  #AskSaiTej,Indian,Indo-Aryan,,NonNative
@IamSaiDharamTej bro one word about our very own #Balayya baabu #NBK106 #AskSaiTej https://t.co/L3oouK7TsN,Indian,Indo-Aryan,,NonNative
"2019 has been a memorable, hope 2020 will be a blockbuster year @IamSaiDharamTej #AskSaiTej",Indian,Indo-Aryan,,NonNative
"Thanks for your replies Anna 
2 tweets petta renditiki replies ichav 
All the best for your future projects 
#AskSaiTej @IamSaiDharamTej https://t.co/NW7v3WuhVq",Indian,Indo-Aryan,,NonNative
"BRO Post Your Fav Pic Of #RamCharan 

#AskSaiTej 
@IamSaiDharamTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej
@IamSaiDharamTej  Annaya is it true or false?????? https://t.co/2Hvm74JwMr",Indian,Indo-Aryan,,NonNative
"#AskSaiTej Favourite Dancer in Tollywood

@IamSaiDharamTej",Indian,Indo-Aryan,,NonNative
"Bro @IamSaiDharamTej 
1) CAKE
2) BIRYANI
Which one would u choose for Celebrations??
#AskSaiTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej
@IamSaiDharamTej anna
Choose one 
Cake / Hyd Biryani",Indian,Indo-Aryan,,NonNative
"#AskSaiTej
@IamSaiDharamTej bro 
#savevannurappa tag open chesi chud pls 

Help cheyandi anna pls 🙏🙏🙏❤",Indian,Indo-Aryan,,NonNative
"#AskSaiTej  @IamSaiDharamTej

Ee Video Chusi @PawanKalyan ki Forward chei bro

Will be Thankful to u https://t.co/19MtGDyH8j",Indian,Indo-Aryan,,NonNative
"@IamSaiDharamTej @IamSaiDharamTej Anna 
One Word About This Couple ❤

#RamCharan @upasanakonidela 
#AskSaiTej https://t.co/iAmSytkIHl",Indian,Indo-Aryan,,NonNative
#AskSaiTej is trending now in India https://t.co/Sbq63AzhdM,Indian,Indo-Aryan,,NonNative
"#AskSaiTej

About #prabhas https://t.co/7gcDxXhUXd",Indian,Indo-Aryan,,NonNative
@IamSaiDharamTej #AskSaiTej when can we see Vaishnav tej on screen?,Indian,Indo-Aryan,,NonNative
"Thank you So much Anna ❤😙 

My #AskSaiTej ki replyicchinadhuku https://t.co/rmnv2TwWW9",Indian,Indo-Aryan,,NonNative
Thank You @IamSaiDharamTej 😀 #AskSaiTej https://t.co/9iRgjy6DAX,Indian,Indo-Aryan,,NonNative
"Happy New year @IamSaiDharamTej
Anna 😎😍
#AskSaiTej https://t.co/jMQPjinRLQ",Indian,Indo-Aryan,,NonNative
"#Master @IamSaiDharamTej Anna 
One word about thalapathy vijay
#AskSaiTej",Indian,Indo-Aryan,,NonNative
@IamSaiDharamTej One Word About @Samanthaprabhu2 #AskSaiTej,Indian,Indo-Aryan,,NonNative
"I'm Waiting For #SDT Rlpy
#AskSaiTej 
@IamSaiDharamTej https://t.co/bvqr2pnkqv",Indian,Indo-Aryan,,NonNative
"i don't know if you'll reply to my questions and that's okay. but please know that you and all your cousins have a huge fan in the netherlands who wishes well for all of you ❤️ bless you! 
@IamSaiDharamTej #AskSaiTej https://t.co/jPh44B3KMx",Indian,Indo-Aryan,,NonNative
"Will you accept the love proposal of your die hard female fan ...
#AskSaiTej https://t.co/rLsKdfDl55",Indian,Indo-Aryan,,NonNative
"మేష్టారు @IamSaiDharamTej 
I Know Nuvvu naku reply iyyav,
Ma తమన్నాతో సినిమా తియ్యవ్
I Know sàar I Know ,it's 
Horrible sir horrible 🙃😐😬
#AskSaiTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej

reply anna 😍
@IamSaiDharamTej https://t.co/S1lxrTpyzH",Indian,Indo-Aryan,,NonNative
"#AskSaiTej
One word about @RaviTeja_offl anna 
And metho anna combo confirm aena??? 
Rply 🙏🙏💓",Indian,Indo-Aryan,,NonNative
Hi @IamSaiDharamTej 😊. Naku final exams deggariki vasthunnayi! I wish you to wish me all the best! Ntg makes me happy more than that! Monna chat session #AskSaiTej lo kuda naku reply ivvaledu😭😭. Nuvvu ippudu reply isthe it means a lot to me...!,Indian,Indo-Aryan,,NonNative
"Finally this 2019 end's up with sweet &amp; Special Surprising Replies from our #SupremeHero @IamSaiDharamTej Annaya #AskSaiTej Thanks a lot for your warmth Reply Annaya and Hearty congratulations for Blasting Block Buster of #PratiRojuPandaage &amp; #HappyNew2020 Anna 
#WeLoveYouTeju https://t.co/PaNvDcRVzZ",Indian,Indo-Aryan,,NonNative
"Vote YES

#RamRajya_is_coming 
#Thalapathy64FirstLook #AskSaiTej #IndiaSupportsCAA_NRC_NPR #IndiaSupportsCAA https://t.co/EwToPxz5Xd",Indian,Indo-Aryan,,NonNative
@NaveenYanamala @TheRockybhai @Nishi_Reddy_ @VannurappaBurr1 @IamSaiDharamTej #AskSaiTej sir please help... 🙏🙏,Indian,Indo-Aryan,,NonNative
"After watching #PratiRojuPandaage
oka trance lo undipoya Anna .One of the best film I have watched in 2019 
#AskSaiTej
@IamSaiDharamTej",Indian,Indo-Aryan,,NonNative
@imsarathchandra @GeethaArts Loved every bit of it you must’ve enjoyed my answers as well #AskSaiTej,Indian,Indo-Aryan,,NonNative
@chittibabuy2k @Chanti_6666 Sorry boys for the delay #AskSaiTej,Indian,Indo-Aryan,,NonNative
"Enni Typo Mistakes sir 😴

#AskSaiTej @IamSaiDharamTej https://t.co/zDsQ3ymQXG",Indian,Indo-Aryan,,NonNative
"#AskSaiTej
Who is d better Co-Star
@RaashiKhanna or @ReginaCassandra 

@IamSaiDharamTej cheppu Bro",Indian,Indo-Aryan,,NonNative
#AskSaiTej Trending in India. https://t.co/gzG3fl5x3q,Indian,Indo-Aryan,,NonNative
"In your view Who is the best CM of AndhraPradesh @ysjagan or @ncbn 
 #AskSaiTej",Indian,Indo-Aryan,,NonNative
"One Word About @tarak9999
@IamSaiDharamTej #AskSaiTej",Indian,Indo-Aryan,,NonNative
"#Master First Look Is out ♥️

Your Opinion about it ? @IamSaiDharamTej
#AskSaiTej ?? https://t.co/YwttryXCcp",Indian,Indo-Aryan,,NonNative
"@IamSaiDharamTej #AskSaiTej @IamSaiDharamTej Anna 
Which is Fav movie in 2019 In Telugu 😎❤️✌️😇😍",Indian,Indo-Aryan,,NonNative
"Best moment 2019 lo?!
U can share that picture also🙃..
 #AskSaiTej @IamSaiDharamTej",Indian,Indo-Aryan,,NonNative
"Your Favourite movie of Mahesh's 

@IamSaiDharamTej
#AskSaiTej",Indian,Indo-Aryan,,NonNative
"@IamSaiDharamTej Anna Nidhhi agerwal gurinchi few words 😍
#AskSaiTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej

Supreme Hero @iamsaidharamtej will be LIVE here for a chat session from 5PM to 6PM tomorrow. https://t.co/MMgqCdBq8F",Indian,Indo-Aryan,,NonNative
"Bro ninu meet avali ani chala years nunchi wait chestuna...hoping in 2020 will make my dream come true 
#AskSaiTej",Indian,Indo-Aryan,,NonNative
"#AskSaiTej

Supreme Hero @iamsaidharamtej will be live for a chat session from 5PM to 6PM tomorrow. https://t.co/H6J4YvvCYn",Indian,Indo-Aryan,,NonNative
#AskSaiTej Tell about prabhas ✊ Hero of the decade,Indian,Indo-Aryan,,NonNative
Catch @IamSaiDharamTej TOMMOROW from 5PM to 6PM. #AskSaiTej https://t.co/W2K29wpiZA,Indian,Indo-Aryan,,NonNative
"Anna one word about @tarak9999 Anna
#AskSaiTej",Indian,Indo-Aryan,,NonNative
2019 has been memorable to me. Want to sign off this year thanking you. Let's catch up TOMMOROW from 5PM to 6PM. #AskSaiTej https://t.co/imH7RsYMGr,Indian,Indo-Aryan,,NonNative
@IamSaiDharamTej @urstrulyMahesh @AnilRavipudi @AKentsOfficial @SVC_official @IamSaiDharamTej  anna we want #asksaitej anna it was so after long time kadha pls respond anna @IamSaiDharamTej anna respond for #asksaitej,Indian,Indo-Aryan,,NonNative
text,Indian,Indo-Aryan,,NonNative
"With each passing day the BJP government continues to provide an evidence for its lack of basic humanity. 

Azad is hope for millions in this country and should not have been jailed for registering his dissent in the first place! 

#AzadiForAzad 

https://t.co/j4DtqYcxsF",Indian,Indo-Aryan,,NonNative
"Every time in jail, he is tortured, deliberately harassed, denied food, drinking water &amp; medical treatment. #AzadiForAzad and #ProvideTreatmentImmediately https://t.co/mxwMXLCw6j",Indian,Indo-Aryan,,NonNative
"They think that by putting him in jail, they will suppress the rights and voice of the minorities.

They think wrong, it would never happen.. 
#FreeAzad #CAA_NRC_Protests
#AzadiForAzad https://t.co/RB2OsOtYRA",Indian,Indo-Aryan,,NonNative
"Top 5 trend
#AzadiForAzad https://t.co/rOTQfYBgC1",Indian,Indo-Aryan,,NonNative
"4 years ago a lawyer introduced me to ASJ Kamini Lau as the tigress of Tis Hazari. Well she definitely is a queen.
#KaminiLau 
#AzadiForAzad",Indian,Indo-Aryan,,NonNative
"Your heard voice of sun, now hear voice of other planets...

#AzadiForAzad
#99535_88585_AgainstCAA https://t.co/B4UJp8qWwn",Indian,Indo-Aryan,,NonNative
This is happening in Delhi. I prefer calling him Ravan but #AzadiForAzad it is :) https://t.co/V2IIPAeK9b,Indian,Indo-Aryan,,NonNative
"How can we forget this man amidst all the protests happening?
He is ill and may suffer a cardiac arrest but the police is not ready to give him any medical care..
Trend #azadiforazad on twitter https://t.co/ilzMPnMQGR",Indian,Indo-Aryan,,NonNative
"A million hit Hyderabad streets carrying memories of a Patel led genocidal annexure as well. At Malegaon,the 50,000 hijab clad women were also seeking answers to the muslim incarcerations over Hindutva blasts.They want new allies, leaders; Soft Hindutva not anymore #AzadiForAzad https://t.co/8Se8gzEoum",Indian,Indo-Aryan,,NonNative
"When a Dalit stood on the gates of Jama Masjid encircled by Muslims, loved and hugged by Muslims, Muslims who rejected Shahi Imam you could sense a change is Inevitable A change which made a lot of power hungry people restless.
#AzadiForAzad
#ProvideTreatmentImmediately https://t.co/sOigYmu628",Indian,Indo-Aryan,,NonNative
"Heart warming photo at #ShaheenBaug protest. #JaiBhimJaiMeem

#सलाम_शाहीन_बाग #AzadiForAzad https://t.co/RGd8NHxZWy",Indian,Indo-Aryan,,NonNative
I feel this attack is a major distraction to what’s happening with the arrests of our leaders! AZAD’a Health is NOT GOOD. Akhil Gagoi is still in jail with UAPA charges. PLEASE KEEP TALKING ABOUT THIS TOO. #AzadiForAzad #freeakhilgogoi,Indian,Indo-Aryan,,NonNative
"Why this change of mind, opinion &amp; judgement????🤔🙊
#AzadiForAzad",Indian,Indo-Aryan,,NonNative
Chandrashekar Azad is a political prisoner who has been arrested by @DelhiPolice for exercising his democratic right to protest. He is being denied medical treatment and faces risks to his life. #AzadiforAzad #ProvideTreatmentImmediately https://t.co/Vt0AAU7oz7,Indian,Indo-Aryan,,NonNative
"14th January 2020- Azad’s hearing. 
Judge Kamini Lau. ON FIRE. We need more judges like this. #azadiforazad https://t.co/rPjiWnUtRC",Indian,Indo-Aryan,,NonNative
"Chandrashekhar Azad is at Tihar instead of a hospital. He got sent to Tihar for making a provocative speech at Dariyaganj,even though he wasn’t present at the site of violence! now he’s being denied the basic human right of health care. #AzadiForAzad #ProvideTreatmentImmediately https://t.co/CQHVUSIDcA",Indian,Indo-Aryan,,NonNative
"#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#JamaMasjidisNotPakistan
#AzadiForAzad 
#AzadiForAzad 
If agree please retweet saying #JamaMasjidisNotPakistan
#AzadiForAzad https://t.co/fXElbtR4o9",Indian,Indo-Aryan,,NonNative
"#ReleaseAzad
#AzadiForAzad
#हमभीआज़ाद

An exuberant youth of the early 30s. The first person to go to jail for me, for you, for us, for India, for democracy. Don't know when this struggle to come to an end but we must always remember Azad's sacrifice, that he is in jail for all https://t.co/z3ffSzpC6a",Indian,Indo-Aryan,,NonNative
"azad is clearly not “fine” if people - including his own physician - have to beg for his life, @DelhiPolice. unlawfully detained and being denied critical medical attention. the world is watching. #AzaadiForAzad #AzadiForAzad #ProvideTreatmentImmediately https://t.co/jHw9QrWUy1",Indian,Indo-Aryan,,NonNative
"Please Retweet for 
#AzadiForAzad
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
#AzadiForAzad 
@BhimArmyChief",Indian,Indo-Aryan,,NonNative
"When a Dalit stood on the gates of Jama Masjid encircled by Muslims, loved and hugged by Muslims, Muslims who rejected Shahi Imam you could sense a change is Inevitable A change which made a lot of power hungry people restless.
#AzadiForAzad https://t.co/Y6ploooScC",Indian,Indo-Aryan,,NonNative
"“You don’t have to wash the feet of Dalit people. Treat us with respect first.”

An ex-delhipolice man: “why were there so many policemen outside JNU? Ye police h ki gumle?” #FreeAzad #AzadiForAzad #CAA_NRC_Protest https://t.co/EuEMit8j2n",Indian,Indo-Aryan,,NonNative
