text,lang,langFam,category,origin
"October 28th military parade, #Thessaloniki, 2019. The parade is held to celebrate #Greece's refusal during WWII to align itself with Italy in 1940 and instead fight a much stronger opponent.
@AP_Images / @JohnPapanikos 
#28ηΟκτωβριου #photography #photojournalism #28ηςοκτωβριου https://t.co/mPYuQtT6NU",Greek,Indo-European,,NonNative
"The AHEPA Capital District 3, commemorates the 78th Anniversary of “Oxi” Day, observing it as a day to celebrate freedom, justice, liberty, and the passion of the Hellenic spirit. #OXIDay #28ηΟκτωβρίου #AHEPA",Greek,Indo-European,,NonNative
#28ηΟκτωβριου #ΟΧΙ . Τhe day when we said NO to the Italians in 1940.Which brought us into WW2. #ProudtobeGreek 🇬🇷 https://t.co/GdniYYJ9DL,Greek,Indo-European,,NonNative
"When #Greeks are united, they make history, Cyprus' @AnastasiadesCY says on '#OchiDay' #28ηΟκτωβριου https://t.co/786SELeXOr https://t.co/wgqtLeKWWE",Greek,Indo-European,,NonNative
Happy #28ηΟκτωβριου to Greece. Saying NO to fascists since 1940. 🇬🇷 #OchiDay #OhiDay #OxiDay,Greek,Indo-European,,NonNative
"“When the entire world had lost all hope, the Greek people dared to question the invincibility of the German monster"" #28ηΟκτωβρίου #oxiday",Greek,Indo-European,,NonNative
"Say NO to tyranny, to racism, to terrorism and say YES to freedom, unity and democracy #28ηΟκτωβρίου
https://t.co/fC7YpS3VqW",Greek,Indo-European,,NonNative
Greek resistance during #WWII #28ηΟκτωβρίου. Always remember   #Churchill's statement of our fighting spirit https://t.co/Sj1Cr5IFIM (photo) https://t.co/SdLKerywNU,Greek,Indo-European,,NonNative
"Xeni: How's it going? 

Me: No 

Xeni: Huh?

Me: No 

Xeni: Dude what is going on? 

Me: No 

#28ηΟκτωβριου #OxiDay #YouKnowYoureGreekWhen",Greek,Indo-European,,NonNative
World Leaders Praise Greek Courage https://t.co/g2Vo9uuVSq #OxiDay #Oxi #Greece #Hellas #28ηΟκτωβριου #Ελλάδα #Οχι https://t.co/KOLJU1Ai5T,Greek,Indo-European,,NonNative
The parade today was amazing! #28ηΟκτωβριου #OxiDay #GreekNationalDay,Greek,Indo-European,,NonNative
"Dialogos Radio's commentary on the commemoration of ""#OXI"" Day in #Greece: https://t.co/u8LF8hTpHB
#28ηΟκτωβριου #OxiDay #ΟΧΙ #SYRIZA #EU",Greek,Indo-European,,NonNative
"Celebratory #OxiDay parades taking place this morning in #Athens, #Thessaloniki, and other parts of #Greece. #28ηΟκτωβριου",Greek,Indo-European,,NonNative
"Today, #Greece celebrates ""Oxi"" day. Oxi means ""no"" and in 1940, Greece said ""no"" to Mussolini's ultimatum to invade &amp; occupy #28ηΟκτωβριου",Greek,Indo-European,,NonNative
text,Greek,Indo-European,,NonNative
#adinamoskrikosgr Elena Akrita has left the chat https://t.co/Pa2HPK1yiC,Greek,Indo-European,,NonNative
"Be people Greece. This  photo work of your police
#adinamoskrikosgr https://t.co/3ZYpCHi506",Greek,Indo-European,,NonNative
"Bank
 #adinamoskrikosgr https://t.co/VrMBQ7Xtup",Greek,Indo-European,,NonNative
Bank #adinamoskrikosgr https://t.co/Pnht4oxKwl,Greek,Indo-European,,NonNative
Panagiotis is uncle fester #adinamoskrikosgr https://t.co/03Vufwrdz4,Greek,Indo-European,,NonNative
MOOD #adinamoskrikosgr https://t.co/CHTVp6KGEv,Greek,Indo-European,,NonNative
"BAAAAAAAAAAAAAAAAAAAAAANKKKKKKKKKKKK

#adinamoskrikosgr https://t.co/8r7GamA1gc",Greek,Indo-European,,NonNative
Let's do this shit 💪🏻😂 #adinamoskrikosgr https://t.co/UBNDxeFVZR,Greek,Indo-European,,NonNative
"Bank bank bank...
#adinamoskrikosgr https://t.co/ucrTJXOz8c",Greek,Indo-European,,NonNative
It's now or never o Bon Jovi;;;;; #adinamoskrikosgr,Greek,Indo-European,,NonNative
"You can't find this in #Greece. You can only find this in #Macedonia! 😉🇲🇰

#OnlyInMacedonia #Македонска #travel #Ohrid #Skopje #Скопје #paooly #adinamoskrikosgr #kalytera #annitakoita #festival_kne #elaxamogela #SaturdayThoughts  #ImAttractedToThe__Type #SaturdayMotivation https://t.co/LddMAI7gjZ",Greek,Indo-European,,NonNative
"Really My Child ? 

#adinamoskrikosgr https://t.co/X5xjRmBpyy",Greek,Indo-European,,NonNative
"Bank bank, Constantinos shot me down #adinamoskrikosgr",Greek,Indo-European,,NonNative
And the Oscar goes to Tasos Tryfonos... #adinamoskrikosgr,Greek,Indo-European,,NonNative
"#adinamoskrikosgr
#HumanRightsViolations 
Europe talking about humanity https://t.co/XLMlIxX4DO",Greek,Indo-European,,NonNative
bang bang you shot me down..... #adinamoskrikosgr,Greek,Indo-European,,NonNative
"#BREAKING 

The Turkish Armed Forces ship tanks and soldiers to the Greek border.

 #annitakoita #volpao #thefinal4gr #adinamoskrikosgr",Greek,Indo-European,,NonNative
"Bank Bank
#AdinamosKrikosGr https://t.co/V39iujjAMU",Greek,Indo-European,,NonNative
"💥#BREAKING

The Greek Navy has entered a red alert. Turkish warplanes are flying in the region.

 #volpao #thefinal4gr #adinamoskrikosgr",Greek,Indo-European,,NonNative
Santa Klaus is come to to? to? to? #adinamoskrikosgr,Greek,Indo-European,,NonNative
#adinamoskrikosgr brothers https://t.co/sCv02552M1,Greek,Indo-European,,NonNative
Hahahahahahahha! #adinamoskrikosgr https://t.co/AdVAVbZLyt,Greek,Indo-European,,NonNative
It’s not amazing it’s not fantastic 😂😂😂 #adinamoskrikosgr,Greek,Indo-European,,NonNative
#Adinamoskrikosgr mood https://t.co/4TRvd0lo4c,Greek,Indo-European,,NonNative
Tragic 🤣🤣🤣#adinamoskrikosgr,Greek,Indo-European,,NonNative
"#adinamoskrikosgr 
no comment! 😂😂😂😂😂😂 https://t.co/bFdkPkIJYj",Greek,Indo-European,,NonNative
"#adinamoskrikosgr 

B A N K!😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/hO14kDiF4A",Greek,Indo-European,,NonNative
BANK!!! #adinamoskrikosgr https://t.co/iDjZa14E0P,Greek,Indo-European,,NonNative
Baaaank @constant_bank #adinamoskrikosgr,Greek,Indo-European,,NonNative
"BANK BANK
That awful sound
BANK BANK
My baby shot me down #adinamoskrikosgr",Greek,Indo-European,,NonNative
"I don't get this game, they all know each other tandbthey are competing getting more money??? Or is a reality with funny faces :) #adinamoskrikosgr",Greek,Indo-European,,NonNative
Im a bambi girl.... #adinamoskrikosgr,Greek,Indo-European,,NonNative
I see dead people 😂😂😂#adinamoskrikosgr,Greek,Indo-European,,NonNative
"I love your english, dear Tasos!!🥰 #adinamoskrikosgr",Greek,Indo-European,,NonNative
"#adinamoskrikosgr
I like it",Greek,Indo-European,,NonNative
Hashtag NOT 😂#adinamoskrikosgr,Greek,Indo-European,,NonNative
"My name is Bond, Tasos Bond #adinamoskrikosgr",Greek,Indo-European,,NonNative
It's complicated? 🤣😂#Adinamoskrikosgr,Greek,Indo-European,,NonNative
Bank bank bank baaaaaaaankkkk #adinamoskrikosgr,Greek,Indo-European,,NonNative
Its the most wonderful time...of the week #adinamoskrikosgr,Greek,Indo-European,,NonNative
Here we go again! #TasosTryfonos #adinamoskrikosgr love them to the end!,Greek,Indo-European,,NonNative
"#adinamoskrikosgr
mOnO fAcEbOoK",Greek,Indo-European,,NonNative
Hi! How bo you bo?? #adinamoskrikosgr,Greek,Indo-European,,NonNative
#adinamoskrikosgr BANK BANK you shoot me down BANK BANK...........,Greek,Indo-European,,NonNative
I'll send an SOS to the world #adinamoskrikosgr,Greek,Indo-European,,NonNative
#adinamoskrikosgr My animals are slow!,Greek,Indo-European,,NonNative
I love 💕 Tassos💕💕💕 #adinamoskrikosgr,Greek,Indo-European,,NonNative
"My name is Tasos
#adinamoskrikosgr https://t.co/63uwp02Qf9",Greek,Indo-European,,NonNative
BANK !!! BANK !!! #adinamoskrikosgr,Greek,Indo-European,,NonNative
"It's not amazing or fantastic, it's only TRAGIC #adinamoskrikosgr",Greek,Indo-European,,NonNative
"Its amazing, it's fantastic!!!😂😂😂 #adinamoskrikosgr",Greek,Indo-European,,NonNative
"Turks are coming dont be fool. surrender immediately
#annitakoita #volpao #thefinal4gr #adinamoskrikosgr",Greek,Indo-European,,NonNative
Its complicated?😆😆😆#Adinamoskrikosgr,Greek,Indo-European,,NonNative
Black.... Eyed peas 😅😅😅😅😅#adinamoskrikosgr,Greek,Indo-European,,NonNative
"Going through 
#adinamoskrikosgr",Greek,Indo-European,,NonNative
show off😂 #adinamoskrikosgr,Greek,Indo-European,,NonNative
"How dare you
#adinamoskrikosgr https://t.co/lJj0nqe6mO",Greek,Indo-European,,NonNative
Hahaha! #adinamoskrikosgr https://t.co/IHMJhn30j1,Greek,Indo-European,,NonNative
Airrrr ball #adinamoskrikosgr,Greek,Indo-European,,NonNative
20€ bank! #adinamoskrikosgr,Greek,Indo-European,,NonNative
Black eyed peas 😂😂#adinamoskrikosgr,Greek,Indo-European,,NonNative
"Better love 
Better love 😂😂😂😂#adinamoskrikosgr",Greek,Indo-European,,NonNative
Sweet child oooh mine.  #adinamoskrikosgr,Greek,Indo-European,,NonNative
Power Rangers #adinamoskrikosgr,Greek,Indo-European,,NonNative
O Macron #adinamoskrikosgr https://t.co/41jtltIrob,Greek,Indo-European,,NonNative
@christosroukos respect #adinamoskrikosgr,Greek,Indo-European,,NonNative
guess my age 👏 #adinamoskrikosgr,Greek,Indo-European,,NonNative
Bank Bank.. #adinamoskrikosgr,Greek,Indo-European,,NonNative
Any #crypto owners? #adinamoskrikosgr,Greek,Indo-European,,NonNative
Game of thrones  #adinamoskrikosgr,Greek,Indo-European,,NonNative
"Karma is a bitch! 
#adinamoskrikosgr",Greek,Indo-European,,NonNative
Game  #adinamoskrikosgr,Greek,Indo-European,,NonNative
Paul walker  #adinamoskrikosgr,Greek,Indo-European,,NonNative
text,Greek,Indo-European,,NonNative
"The Finalists!
#MIT #MITEFGreece # MITEFGreeceStartupCompetition https://t.co/xGCihO7ATg",Greek,Indo-European,,NonNative
#MITEFArab team #MITEFGreece's StartSmart Conference in Athens. https://t.co/qu4BDOtUPX,Greek,Indo-European,,NonNative
"Life is a Pitch! Make yours amazing! Mrs. Linda Plano offered our entrepreneurs the Perfect Pitch training. All teams have thoroughly prepared and practiced their presentation, getting ready for the Perfect pitch night in two weeks. #mitefgreece #startups #tech #semifinalists2020 https://t.co/JbMKTpEf68",Greek,Indo-European,,NonNative
#MITEFGreece 2019  Pitch Day @EVGENIDESFOUNDATION https://t.co/G1LufOu0bH,Greek,Indo-European,,NonNative
Learning all the important details of the 3-months mentoring programme by #mitefgreece Great people &amp; #startups here http://t.co/7FGq46eEXa,Greek,Indo-European,,NonNative
#StartSmartGreece #mitefgreece w Hoxton VC Hussein Kanji - what do VC's  look for http://t.co/z0CKXgEhWk,Greek,Indo-European,,NonNative
And it's a wrap. #mitefgreece,Greek,Indo-European,,NonNative
Aspire to inspire. #mitefgreece #MITEFStartSmart http://t.co/3QNQjwzWy4,Greek,Indo-European,,NonNative
"Find us tomorrow at startup expo of the StartSmart conference from 9:00-19:00. https://t.co/SihHTzuixP
#mitefgreece #startsmartgreece2016",Greek,Indo-European,,NonNative
"Aka ""In God we trust, all others bring data."" #mitefgreece",Greek,Indo-European,,NonNative
#mitefgreece semifinalists! http://t.co/JqK7v9zo1c Congrats everyone!!,Greek,Indo-European,,NonNative
"Cofounder of @elektroniowheel, @annachli pitched for first time in #mitefgreece startup… https://t.co/6sY4lfzZY2",Greek,Indo-European,,NonNative
Amazing flexible electronics by Roozbeh &amp; MC10 #mitefgreece #MITEFStartSmart http://t.co/vzcde4DrFJ,Greek,Indo-European,,NonNative
Having a great time #mitefgreece,Greek,Indo-European,,NonNative
"We are proud pitchers of #mitefgreece startup competition, invited to #InnovationID !🚲🙏… https://t.co/Rvtaq1XoDa",Greek,Indo-European,,NonNative
"Application submission deadline for 10 more days! https://t.co/DEVSqQnAb2
#mitefgreece #mitefgreecestartupcompetition2017 https://t.co/wyuENUtM4B",Greek,Indo-European,,NonNative
Come and meet these amazing startups during #startsmartgreece2016! Register today: https://t.co/LpaFwTyfZe #mitefgreece https://t.co/KigigWIZMz,Greek,Indo-European,,NonNative
"We would like to thank our sponsor, Coca-Cola 3E, for offering their soft drinks and snacks in our Welcome Semifinalists Event, taking place in National Hellenic Research Foundation.
#mitefgreece #technology #energy #maritime #startups #tech #entrepreneurship #startupcompetition https://t.co/AHylSomU6F",Greek,Indo-European,,NonNative
"Vassilis Papakonstantinou, Chairman #MITEFGreece announces MITEF Startup Competition Greece 2016 https://t.co/GYewr9WOzL",Greek,Indo-European,,NonNative
"#MITEFGreece - organized pitching event in #Boston.

#biotech #entrepreneur #entrepreneurlife #startup #cancer #oncologia #oncology #stemcell#science #therapy #biology #research… https://t.co/xHGlOtc3Im",Greek,Indo-European,,NonNative
"Our first weekend in MITEF Greece has started with a very dynamic pace and eagerness to succeed. Stay tuned, as more info on our teams will follow very shortly!
#mitefgreece #technology #innovation #energy #maritime #startups #tech #entrepreneurship #startupcompetition https://t.co/oZz7E3q8DZ",Greek,Indo-European,,NonNative
"""We want to create the right opportunities for creative people in the country to stay in Greece"": https://t.co/Scq3ATefsG #mitefgreece",Greek,Indo-European,,NonNative
"https://t.co/p8V38fJLRI

Honored to be part of the #MITEFSaudi at King Abdullah Economic City (#KAEC) 
Great vibes, impressive infrastructure, wonderful ideas, nice people 
Thanks #MITEFGreece for the referral  https://t.co/JEw8yX4gK2",Greek,Indo-European,,NonNative
"think small, act big #mitef #mitefgreece",Greek,Indo-European,,NonNative
#MITEFStartSmart #mitefgreece  Roozbeh Ghaffari: how to pick right problem to solve-MC10 solves big societal problems http://t.co/iB9Y684j6v,Greek,Indo-European,,NonNative
Hopeful beginnings for the Greek chapter of the @mitentforum #mitefgreece,Greek,Indo-European,,NonNative
"Question about ""blah patents blah blah"", just cut the mic. #mitefgreece",Greek,Indo-European,,NonNative
great presentation by Vassilis papakonstantinou at #mitefgreece,Greek,Indo-European,,NonNative
Exciting panel discussion with all out speakers on stage at #MITEFStartSmartGreece of #mitefgreece,Greek,Indo-European,,NonNative
Making Greece a Technology Hub by 2021 #mitef #mitefgreece # greecetechhub2021 http://t.co/eSekcqTuXN,Greek,Indo-European,,NonNative
"After 4 very interesting presentations, everybody on for the closing panel of our Robotics event #mitefgreece #mitef http://t.co/02LpA0e00t",Greek,Indo-European,,NonNative
Judges are back. Say it was a difficult selection. 1. @eventora 2. @ShipViewcom 3. #AmongDoctors  #MITEFGreece http://t.co/bfhf9rDZjF,Greek,Indo-European,,NonNative
Technologies that matter: Robotics. Cory Kidd on stage over Skype. #mitefgreece #mitef #techthatmatters http://t.co/41jYntkSTT,Greek,Indo-European,,NonNative
“@isMOODcom: isMOOD at StartSmart #MITEFStartSmart #mitefgreece http://t.co/WOUL6Do9YQ”,Greek,Indo-European,,NonNative
#MIT comes to Athens through the #mitefgreece. Excited to be part of the startup expo! http://t.co/0RjDpfVNQD,Greek,Indo-European,,NonNative
Interactive learning sessions: building a successful board of directors and advisors with Alec Karys #mitefgreece http://t.co/cqo2x6WDwR,Greek,Indo-European,,NonNative
"The 6th!
Countdown has begun! Stay with us to discover the big winner!
#MIT #MITEFGreece #MITEFGreeceStartupCompetition https://t.co/Xf59Wc1C06",Greek,Indo-European,,NonNative
The Map of Care presenting at #MITEFGreece . It was a great journey and experience working with you. The best and most challenging are yet to come. #Themapofcare https://t.co/FDkfq2gRwG https://t.co/FDkfq2gRwG,Greek,Indo-European,,NonNative
Somehow I ended up preparing for two back to back presentations on different topics to different people in the same evening! Yay... Wish me luck! #mitefGreece #entrepreneurship #gamesForEducation,Greek,Indo-European,,NonNative
Technologies That Matter: Robotics. Andreas Raptopoulos connecting over Skype. #mitefgreece #mitef #techthatmatters http://t.co/gdGShrPwMi,Greek,Indo-European,,NonNative
75% of @KAYAK's staff are techies and the company made more than $1Million per employee per year. #mitefgreece #impressive,Greek,Indo-European,,NonNative
"""Find your purpose and change the world..Be bold, be courageous, be your best"" #StartSmartGreece @cshipley #mitefarab #MITEFGreece #mitefgcc",Greek,Indo-European,,NonNative
"The Robotic Evolution: From Fiction to Reality, #mitefgreece vaggelis Papadopoulos NTUA, Eugenidio foundation today",Greek,Indo-European,,NonNative
"We would like to thank our sponsors, @efoodgr and @PizzaFan_Tweet, for offering their delicious pizzas in our Welcome Semifinalists Event, taking place in National Hellenic Research Foundation.
#mitefgreece #technology #startups #tech #entrepreneurship #startupcompetition https://t.co/CtyK2iBd93",Greek,Indo-European,,NonNative
Technologies that matter: Robotics. Nikos Mavridis on stage. #mitefgreece #mitef #techthatmatters http://t.co/xcjZpA2T93,Greek,Indo-European,,NonNative
Off 2 #mitefgreece! Can survive long flights knowing I'll soon be back @ fabulous #hotelintercontinental in #Athens,Greek,Indo-European,,NonNative
"We're asked from @LindaPlano to pick our top 3: #Eventora, e-NIOS, #Blueperty. We can even invest 100K! #MITEFGreece http://t.co/39InpgCyxn",Greek,Indo-European,,NonNative
"Results from the audience ""investment"" votes: @eventora won there also. @vpap closes the event. A really nice event overall. #MITEFGreece",Greek,Indo-European,,NonNative
@vpap summarizing the main points of today's @mitefgreece launch event. A video will be available soon. #mitefgreece http://t.co/FqcXq2ry1l,Greek,Indo-European,,NonNative
#MITEFGreece #TechStartupCompetition2015 entering semifinal phase.Welcome to the 25 semifinalist teams!Hard work awaits -keep it up!,Greek,Indo-European,,NonNative
Greek startups scaling up! Startupper #RTsafe #GRstartup #mitefgreece https://t.co/kIU9ddvrrp,Greek,Indo-European,,NonNative
"On the to do list: #bostonaquarium. In the meantime, Hub Week work representing Innate Repair. Thanks #MITEFGreece for organizing this!

https://t.co/YUTnMwOKxy

#HWDemoDay #HUBweek… https://t.co/U8R1tW5Lfi",Greek,Indo-European,,NonNative
Join the MITEF Greece Startup competition Finals https://t.co/T5W9dNc0Cu and see some amazing Greek tech startups pitching live! #mitefgreece #startups #greektech,Greek,Indo-European,,NonNative
"""Making Greece a Technology Hub by 2021"" @GreekInvestor @greekstartups @investme #MITEF #MITEFgreece http://t.co/MkevWb0hml @GreeceInUSA",Greek,Indo-European,,NonNative
Listening about @matternet from @andreasx over Skype during Tech That Matters in Robotics #mitefgreece #mitef,Greek,Indo-European,,NonNative
