text,lang,langFam,category,origin
"Game of drones
#BaharKalkanı https://t.co/TwMyHc3UBi",Turkish,Turkic,,NonNative
WAR IS TURKISH ART #BAHARKALKANI #sryia #Russia https://t.co/O1RwmXwPVK,Turkish,Turkic,,NonNative
1 Mart 2020 #BaharKalkanı https://t.co/7N8xtPchGr,Turkish,Turkic,,NonNative
"To be continued. ❤
#BaharKalkanı https://t.co/GLl3sCqdLI",Turkish,Turkic,,NonNative
"#BAHARKALKANI
#BaharKalkanıHarekatı
#Bahar_Kalkanı_Operasyonu
AMİN... 🇹🇷🇹🇷 https://t.co/SDNnXMbvnV",Turkish,Turkic,,NonNative
"Almighty Allah may protect Turkish forces and bless them with success. Ameen
#BaharKalkanı https://t.co/HFuJkC6u9F",Turkish,Turkic,,NonNative
There is a revenge to take #BAHARKALKANI https://t.co/zpeibjJ8PG,Turkish,Turkic,,NonNative
"Salute to Martyrs of my #TurkishSoldiers
اور شہداء مرتے نہیں
We (MUSLIMS) are followers of MUHAMMAD (PBUH).

""We don't Surrender. We win or Die.""

Soon we will eliminate the enemies of us Insha'Allah.

#TurkeyisnotAlone
#DEVELOP_ENTIRE_E12_ISB
#BAHARKALKANI https://t.co/ruiMhdgh85 https://t.co/RjhsBqqAPM",Turkish,Turkic,,NonNative
"How many su 24 ?

#BAHARKALKANI https://t.co/gJk3avWcJN",Turkish,Turkic,,NonNative
"Go ahead and crush the enemy.
May Allah protect the Turkish soldiers. Ameen
#BaharKalkanı 
#BaharKalkanı https://t.co/Jk4B3WYbZ5",Turkish,Turkic,,NonNative
"Some day we will be the power of the world 🖒🖒🖒
Geesiga Muslimka Turkey❤
#Somalia
#麒麟がくる
#BAHARKALKANI https://t.co/WuaGJkZadL",Turkish,Turkic,,NonNative
wondering who i am? I will show you #BAHARKALKANI https://t.co/8Lb7iUowIX,Turkish,Turkic,,NonNative
Loading◼️◻️◾️◽️▪️▫️ #BAHARKALKANI https://t.co/hYUBdORVeN,Turkish,Turkic,,NonNative
1 Mart 2020-İdlip 💙 #BaharKalkanı https://t.co/0ESdJfjG2f,Turkish,Turkic,,NonNative
"Increasing Iranian-Persian Nationalism's Conflict with Azerbaijani-Turkish Nationalism in Iran during Turkish Army's Spring Shield Operation in Adlib-Syria,is causing a deepening social divide in Iran.
#SpringShieldOperation 
#BAHARKALKANI https://t.co/704LvT1GME",Turkish,Turkic,,NonNative
Turkish Air Forces #Syria #İdlib #BAHARKALKANI https://t.co/vGbtFtNnbP,Turkish,Turkic,,NonNative
It's difficult to be Turk because you make war with the world. It's more difficult not to be Turk because you make war with Turks. 🇹🇷🇹🇷 #Turks #BaharKalkanı https://t.co/kTADoneF5k,Turkish,Turkic,,NonNative
The world will see the power of the Turks 🇹🇷 #BaharKalkanı https://t.co/lgAOjSrdho,Turkish,Turkic,,NonNative
"#BaharKalkanı
The Western world has known Turks very well for hundreds of years. But a short reminder to those who forget the power and psychological impact of the Turks.

(Video: When the Turks attack, you will see what fear is.)

#Turks #Syria #Grecee https://t.co/YGSAd8slhg",Turkish,Turkic,,NonNative
Do you see this video ? #BAHARKALKANI #GreeceUnderAttack  #Greece https://t.co/gL8IPna9T7,Turkish,Turkic,,NonNative
"#BaharKalkanı
Su-24
#GreeceUnderAttack
Hatay 80 https://t.co/jzdn3gPyWi",Turkish,Turkic,,NonNative
"#Bismillahirrahmanirrahim
#AllahAskerimiziKorusun #OrduMilletOmuzOmuza #BAHARKALKANI #pazar #Turkey 
Amin 🇹🇷🇹🇷🇹🇷 https://t.co/dIN4xvvdLg",Turkish,Turkic,,NonNative
"#BaharKalkanı Last minute from the conflict zone! Turkey is moving destroying all targets of the Syrian! 345 Syrian militants were killed in the last conflict! https://t.co/qAezy52AVX
#BaharKalkanı",Turkish,Turkic,,NonNative
"T E H L İ K E
#BaharKalkanı
#Su24 https://t.co/1fRC0aATSV",Turkish,Turkic,,NonNative
"Game Of Drones 😎

#BAHARKALKANI https://t.co/VTrzCefRDF",Turkish,Turkic,,NonNative
#su24 of #syrian #regime is shot down by #TurkishAirForce #BAHARKALKANI #BreakingNews #idlip #aleppo https://t.co/MGUHc8sUJ8,Turkish,Turkic,,NonNative
Kraaaall #BaharKalkanı :)) https://t.co/5KZSUF0BMM,Turkish,Turkic,,NonNative
The Hero Turkish Army started the operation. May Allah give strength! Allah give victory! #BaharKalkanı https://t.co/OqTrFms06U,Turkish,Turkic,,NonNative
"~Chinese Cultural Week(PBTY)~
The Cultural Colors of Wonderful Indonesia
#Asia #Indonesia #Yogyakarta #traveling #travelblogger #travelphotography #2YearsIntoHopeWorld #EVEMUN #TOMO #BigbangIsAlive #Everton #HopeWorldForever #BaharKalkanı #TheVoiceKids https://t.co/NnfeXEE40z",Turkish,Turkic,,NonNative
One of best act ❤️ #secretstar #hezal #CoronaVirusUpdate #BAHARKALKANI #60Mins #BidenHarris2020 https://t.co/VtbwtsSC15,Turkish,Turkic,,NonNative
"Syrian ground forces are in try of stopping UAVs of TAF. They are unable to stop the UAVs.
#BAHARKALKANI 
#operationspringshield https://t.co/D0PxQEyoMz",Turkish,Turkic,,NonNative
"4 loading... 🇹🇷
#BaharKalkanı https://t.co/38iB84CfcI",Turkish,Turkic,,NonNative
"#EVEMUN #2YearsIntoHopeWorld De Gea #BaharKalkanı Pickford
https://t.co/VhCsWMexOw",Turkish,Turkic,,NonNative
"Talking about humanity, Europe treats inhumane.
There is no limit on violence.
two-faced west

#GreeceUnderAttack #BaharKalkanı https://t.co/b9S6u8jOAt",Turkish,Turkic,,NonNative
"#BaharKalkanı
Finally the free syrian are happy when the here the sound of airstrike https://t.co/oC5XHCr8Da",Turkish,Turkic,,NonNative
#BaharKalkanı Aminnn https://t.co/AIHFy9wqeJ,Turkish,Turkic,,NonNative
May Allah give victory to army of Muhammed  #BaharKalkanı https://t.co/0v5NqJnWHH,Turkish,Turkic,,NonNative
#BAHARKALKANI Amin🙏🙏🙏 https://t.co/QU0Wytj6mR,Turkish,Turkic,,NonNative
"#BaharKalkanı Last minute from the conflict zone! Turkey is moving destroying all targets of the Syrian! 🐋🐬🕊🐋🐬🕊
#BaharKalkanı https://t.co/25VCidj1cn",Turkish,Turkic,,NonNative
"Our Brave Turkish Army started the operation. May Allah give strength! May Almighty give them victory.
#BaharKalkanı https://t.co/fYkwPosvkq",Turkish,Turkic,,NonNative
"#BaharKalkanı Dozens of tanks reached Idlib. Turkey's tanks, Syria is moving towards the interior! The war is intensifying!.....!!!!! https://t.co/4kwrMn3q45
#BaharKalkanı",Turkish,Turkic,,NonNative
"I like that boom boom, Im a beast when you turn me on... #TurkishArmedForces #cosmos #idlib #syria #BAHARKALKANI https://t.co/9nkrb9PxdG",Turkish,Turkic,,NonNative
GodFather of Drones 😎#BaharKalkanı https://t.co/pVg5Og0R3R,Turkish,Turkic,,NonNative
Kraaaall 😂 #BaharKalkanı https://t.co/ljK1olWnqS,Turkish,Turkic,,NonNative
"#BaharKalkanı
Amin 🙏 https://t.co/Kl5zFQj1tJ",Turkish,Turkic,,NonNative
Loading Motherfuckers ;)  #BaharKalkanı https://t.co/tGuSH0PBiq,Turkish,Turkic,,NonNative
"#baharkalkanı
If the children are not afraid when they see the Turkish soldier and they are running and hugging, we are doing good things.",Turkish,Turkic,,NonNative
Amin #BAHARKALKANI https://t.co/6CRCEVwqGX,Turkish,Turkic,,NonNative
Hello world! you have to face the army who has no fair so that the day of their  martyrdom is happiest day  #BaharKalkanı https://t.co/HO3gpyZfQF,Turkish,Turkic,,NonNative
"Best picture ever in the last ten years. Homs Syria 2011 Soldiers standing by the demonstrators 
#Syria 
#BAHARKALKANI 
#Bismillah https://t.co/0FRt33MFlv",Turkish,Turkic,,NonNative
"Idlib residents supporting Turkey’s #SpringShield operation in Syria
#BAHARKALKANI https://t.co/xdwoZ852am",Turkish,Turkic,,NonNative
"Amin...
#BaharKalkanı https://t.co/uBQbD9AcU3",Turkish,Turkic,,NonNative
Get out of the way!!Army of Muhammed is coming  #BaharKalkanı https://t.co/0EuOL12e0V,Turkish,Turkic,,NonNative
"Yesterday some ppl were saying Erdogan laughing and our soldiers dies, lemme tell ya who made our TSK that well and strong is Allah 1st nd the effort of our president to kill our enemies, GOD BLESS YOU ERDOGAN
#BaharKalkanı https://t.co/3TkP2BHVA3",Turkish,Turkic,,NonNative
"Turkey downs 2 Syrian regime jets in Idlib https://t.co/rWRYJ9iO2T
#BaharKalkanı

#GreeceUnderAttack",Turkish,Turkic,,NonNative
"#Bismillah 
Operation #BAHARKALKANI https://t.co/nyF6qLKoOE",Turkish,Turkic,,NonNative
"Excuse me how i can get to idlib ?#BaharKalkanı 
#Turkey #Idlib https://t.co/3PMghrxMtC",Turkish,Turkic,,NonNative
"Love from Pakistan 🇵🇰

🇹🇷🇵🇰
#BaharKalkanı https://t.co/5ns83eGHOW",Turkish,Turkic,,NonNative
"How many warplanes shot down by Turkish Air Force? 
 #BAHARKALKANI #GreeceUnderAttack
#turksilahlikuvvetleri 🇹🇷🇹🇷🇹🇷 https://t.co/s52HXXxauU",Turkish,Turkic,,NonNative
"Go ahead and crush the enemy.
May Allah protect the Turkish soldiers. Ameen
#BaharKalkanı https://t.co/HGmfwuNkMf
#BaharKalkanı",Turkish,Turkic,,NonNative
Spring and Turkey   #BaharKalkanı,Turkish,Turkic,,NonNative
"The Hero Turkish Army started the operation. May Allah give strength! Allah give victory! #BaharKalkanı 
#BaharKalkanı https://t.co/h3CgV7P7Ye",Turkish,Turkic,,NonNative
"#BaharKalkanı 
#Idlib 
#Syria 

Don't cry on taking REVENGE , TAKE IT with a smart SMILE 😄be like ERDOGAN https://t.co/3zpTwwHJSm",Turkish,Turkic,,NonNative
"Beauty of #Balochistan
#BaharKalkanı https://t.co/KyWh6iDPrf",Turkish,Turkic,,NonNative
#Turks hello we came. #BAHARKALKANI #EsedNerede https://t.co/HXJH6XzXPP,Turkish,Turkic,,NonNative
"New: from Hatay border to Syria 🚀

#BaharKalkanı https://t.co/QMqRKOzln4",Turkish,Turkic,,NonNative
"The Hero Turkish Army started the operation. May Allah give strength! Allah give victory! #BaharKalkanı 
#Turkey https://t.co/zORSbtoWhH",Turkish,Turkic,,NonNative
Amin #BAHARKALKANI https://t.co/ooqsf8oOKt,Turkish,Turkic,,NonNative
"#BaharKalkanı The Great Turk has come to your lands to bring peace and love. Syrian people don't fear let the Turks save you from the blooded hand of your dictator and Russian puppet ""leader"" Sing songs of joy and happiness as you will be free and in peace from now on",Turkish,Turkic,,NonNative
bmw 3i #BaharKalkanı #SpringShield https://t.co/nXmaZS5dZx,Turkish,Turkic,,NonNative
"On 27 Feb 2019, Pakistan F-16  shot down  2 Indian aircraft Su30mki &amp; mig21 

Today Our brother Turkish F-16 Shot down enemy Su 24

Congratulations ❤Turkey ❤ from Pakistan
#BaharKalkanı https://t.co/KRj1MaVYr5",Turkish,Turkic,,NonNative
"THE REAL FACE OF NATO ! #turksilahlikuvvetleri
#BaharKalkanı #OperationSpringShield 
@OzonurF https://t.co/uuVaNs4ySZ",Turkish,Turkic,,NonNative
"#BaharKalkanı

Let’s talk about the Operation Spring Shield.
I think Turkey is started this operation to stop some problems.
Because after the Civil War in Syria.
Some countries might try to invade Turkey with numerous ways.
This operation is necessary for Turkey’s peace.",Turkish,Turkic,,NonNative
"Amin, amin, amin.
#BAHARKALKANI 
#AllahAskerimiziKorusun https://t.co/CTiOO5OIRs",Turkish,Turkic,,NonNative
"#BaharKalkanı For so long time, we used to have much fear when hearing the sound of a warplane in the sky, but today, we're sure those warplanes we hear their sounds are not going to bomb neither a house, nor a school, nor a hospital, a market, a bakery..
They are 100% peaceful",Turkish,Turkic,,NonNative
Turkey closes airspace over Syria...  #BaharKalkanı #SpringShield #turksilahlikuvvetleri https://t.co/ruLCiYDQaY,Turkish,Turkic,,NonNative
"They had been warned before!!!

#BAHARKALKANI
#springshield
#operationspringshield
Su-24 https://t.co/danMXQpggz",Turkish,Turkic,,NonNative
Heroic Turkish army  #BAHARKALKANI,Turkish,Turkic,,NonNative
For Anka. Rest in Peace dude. #BaharKalkanı https://t.co/sGrwSUHJBg,Turkish,Turkic,,NonNative
"#BaharKalkanı
Aminnn https://t.co/0pPcUTsfiF",Turkish,Turkic,,NonNative
"#Pazar #BaharKalkanı #GreeceUnderAttack
Greece and EU will under attack by the Syrian refugee

Muhaaaa 😂 Syrian people will destroy your comfort dear stupid West governors

Turkey military can fcuk Assad and Greek Megalo İdea https://t.co/DsgQKYkoH9",Turkish,Turkic,,NonNative
Aminnn🇹🇷🇹🇷🇹🇷#OrduMilletOmuzOmuza #BAHARKALKANI https://t.co/Wx5aV4dBKT,Turkish,Turkic,,NonNative
"The Provincial Government has established free trade zone in #Gawadar for foreign companies the provincial government is questionable to the masses of Balochistan therefore we have let our doors opened for all private companies.
@nadan001
@Kinpacci
#BaharKalkanı",Turkish,Turkic,,NonNative
"How many S 300 air defence systems of the regime destroyed today ?

#BAHARKALKANI https://t.co/OlMrIDuLwK",Turkish,Turkic,,NonNative
"shot down 💘 
#BaharKalkanı
#Turkey 

Rejime
Su-24 https://t.co/zKSh95zF87",Turkish,Turkic,,NonNative
"Turkish Air Forces  knocked down two Su-24 İn syria who has the Assad
 #BaharKalkanı",Turkish,Turkic,,NonNative
The Hero Turkish Army started the operation. May Allah give strength! Allah give victory! #BaharKalkanı https://t.co/NfbuIChmft,Turkish,Turkic,,NonNative
"They ask us why we are there.  
 Mercy and love is our only army in the world
#turksilahlikuvvetleri #Turkey #BAHARKALKANI 

https://t.co/hW3YhaLrT0",Turkish,Turkic,,NonNative
"#BaharKalkanı
Winter is going!!!
 🇹🇷🇹🇷🇹🇷 https://t.co/ydt1y2QLiY",Turkish,Turkic,,NonNative
"Heroic Turkish soldier! 🇹🇷
#BaharKalkanı 
#BaharKalkanı https://t.co/gIVhNtTcO3",Turkish,Turkic,,NonNative
@SputnikInt What about this @SputnikInt  #BAHARKALKANI https://t.co/MudN9qNjym,Turkish,Turkic,,NonNative
"@aldin_ww @SyriaGeneral 1 Turkish ANKA S IHA, 1russian SU-24 shootdown.. one SU-24 hard damaged

#BAHARKALKANI",Turkish,Turkic,,NonNative
Amin #BaharKalkanı https://t.co/2ef2aXC8st,Turkish,Turkic,,NonNative
"Nice start of the #Turkish operation ""Spring Shield"" aka #BaharKalkanı. 
Good luck with it, #SpringShield. https://t.co/ZtcyFbgUZ2",Turkish,Turkic,,NonNative
"In whichever direction The Oghuzes choose, they call their upcoming victory from now the ""Reddish Apple""
#BaharKalkanı https://t.co/o8OXtMe8hi",Turkish,Turkic,,NonNative
"2 fighter jets belonging to the border-breaching regime were shot down by Turkish F-16s. One of the planes has been confirmed to be a SU-24. https://t.co/H1LA1oyUu6
#BAHARKALKANI #Russia #Syria https://t.co/NHUTwE84AQ",Turkish,Turkic,,NonNative
You will see the power of the Türk 🇹🇷 #IdlibBattle #IStandWithGreece #BAHARKALKANI https://t.co/Kaa0UEtGSv,Turkish,Turkic,,NonNative
"Two Su-24 versus a Turkish drone. Congrats Turkish Army!

#operationspringshield
#SpringShield
#BAHARKALKANI https://t.co/dU4qbrhbx1",Turkish,Turkic,,NonNative
"#BREAKING

2 Assad regime jets downed in Syria's #Idlib.

#BAHARKALKANI 🇹🇷 ☝️",Turkish,Turkic,,NonNative
"Yersen?
#BAHARKALKANI https://t.co/hwdVCk39Ph",Turkish,Turkic,,NonNative
Amiiin amiiin amiiin ..  #BaharKalkanı https://t.co/uHaRXktGVK,Turkish,Turkic,,NonNative
The Hero Turkish Army started the operation. May Allah give strength! Allah give victory! #BaharKalkanı https://t.co/qPf1WyBJ3B,Turkish,Turkic,,NonNative
"The Spring Shield Operation. 

#baharkalkani https://t.co/XXa8duT2WD",Turkish,Turkic,,NonNative
"Amin, amin, amin..#BaharKalkanı #Bismillah https://t.co/0VJditwbm1",Turkish,Turkic,,NonNative
"Amin :)
 #BaharKalkanı https://t.co/foEXU7bfRb",Turkish,Turkic,,NonNative
"amin...
#BaharKalkanı
#BaharKalkanıHarekatı 
... https://t.co/STIR3KRdIp",Turkish,Turkic,,NonNative
@mahirmuhiz @perseus_ar @sayed_ridha @GeromanAT #BaharKalkanı is the name of Turkey's last operation in Syria,Turkish,Turkic,,NonNative
"@DonkeysTalks @Laguertha13 @MandySmyth2 @EU_Commission @Frontex Dear idiots: follow here #baharkalkanı
That you can see whatwe do and how powerfull our army. Next one will be you. Little time to wake UP you with "" selamın aleyküm komşi "" instead of kalemera",Turkish,Turkic,,NonNative
"Just 1 Anka-S shut down?
No problem at all. Look what we doing to them;

8 helicopters, 103 tanks, 72 guns/howitzers/CNRA, 3 air defence systems, 1 UAV and
2,212 regime soldiers have already been eliminated.

#OperationSpringShield
#BaharKalkanı
#turksilahlikuvvetleri",Turkish,Turkic,,NonNative
"#BaharKalkanı
#SpringShield
Turkey will bring peace in syria and stop deaths.",Turkish,Turkic,,NonNative
"#BAHARKALKANI
#SpringShield
If Turkey won't stop deaths in Syria more refugees would cross Turkey and Europe borders.
Turkey will stop deaths in Syria and esad regime.",Turkish,Turkic,,NonNative
#BAHARKALKANI #SpringShield  turkey has started an operation called spring shield. By conducting this operation turkey aims security of its border line and to stop massacre of Assad regime causing a humanity crisis in Idlib.Theoperation gets its legitimacy from international law,Turkish,Turkic,,NonNative
"#BAHARKALKANI
#SpringShield
Most of them child and old. Because syrian regime killed adults.
Turkey will stop this. https://t.co/ohsPieohGA",Turkish,Turkic,,NonNative
"#Turkey has ""officially"" launched #OperationSpringField in the Syrian territory.
#Turkey conducts the operation in the scope of self-defense and her only target is the regime forces and elements, said Turkish MoD 
#BREAKING #Turks #Greece #BAHARKALKANI #Erdogan https://t.co/u1mPoM7SnB",Turkish,Turkic,,NonNative
Aminnn.. #BAHARKALKANI https://t.co/6jfbIX6J1b,Turkish,Turkic,,NonNative
"International football star is supporting Turkey 🇹🇷 in its military operation in Syria.

• Abdullahi Shehu - Nigeria 🇳🇬

#BaharKalkanı #SenGülkiÜlkenGülsünReis #Pazar https://t.co/SG65AKIw1X",Turkish,Turkic,,NonNative
"Amin Amin Amin 😔
#Baharkalkanı https://t.co/YB7zSTa4oB",Turkish,Turkic,,NonNative
The great Turkish army has started an operation to north Syria in order to clean province for a peacefull border line. Not only Russia and Iran but also whole states gotta move from this area If They don't wanna live bad situations against talented Turkish Army #BaharKalkanı,Turkish,Turkic,,NonNative
"Spring Shield”
Bashar Al Assad and his dirty regime won’t forget this two words ever again.

#BaharKalkanı
#SpringShield",Turkish,Turkic,,NonNative
"Game of Drones 🚀🚀
@Selcuk
@CumhurFrankfurt

#BaharKalkanı 
#bismillah https://t.co/UUYiHlSBav",Turkish,Turkic,,NonNative
@perseus_ar @sayed_ridha @GeromanAT You're crying  under #BaharKalkanı right now,Turkish,Turkic,,NonNative
"Operation: #BaharKalkanı
Date: 01.03.2020
Location: Syria",Turkish,Turkic,,NonNative
BREAKING: Turkey announces start of military operation against syrian regime             #BaharKalkanı #AllahAskerimiziKorusun #şehit,Turkish,Turkic,,NonNative
"#BaharKalkanı @Queen_Europe @POTUS @dw_russian @EmmanuelMacron 

The war is our wedding, we wait for our wedding. https://t.co/1LFFVHyX77",Turkish,Turkic,,NonNative
"@AndyHemmings10 @spectatorindex Turkey is in Syria, like USA (both uninvited)
Articles of NATO should be applied like in Afghanistan (Afghanistan is not a state or neighbour of USA, but NATO was there)
Turkey is able and determined to take all required precautions inland or out of border. #BAHARKALKANI",Turkish,Turkic,,NonNative
"@ahmadalissa #BAHARKALKANI 
syrian solciers directly go to the hell
not a martyr
Burhan Rahmoun was the terrorist, killing innocent Muslims",Turkish,Turkic,,NonNative
"#WW3 Testing Ground: Raising the flag of the revolution in the city of Al-Atareb, west of Aleppo.
#Syrian 
#Aleppo
#BaharKalkanı
#Syrian 
#Turkey 
#TurkishArmy 
#SyrianArmy 
#TurkeyVsSyria https://t.co/Z8yJUr7jCD",Turkish,Turkic,,NonNative
"#BaharKalkanı

 #鉄腕DASH

 #ななにー
trade sell Ariana Grande Harry Styles Blackpink
❤️  #Aqours1st上映会
https://t.co/TjoaJrNsqE",Turkish,Turkic,,NonNative
"""Peace at home, peace in the world""
Ataturk!

#BaharKalkanı #Ataturk #Turkey #Syriya #peace #Turkiye #Turkish",Turkish,Turkic,,NonNative
"A new video showing the Turkish aremed drones targeting Assad regime tanks and military equipment in #Idlib.
#SpringShield
#BaharKalkanı https://t.co/bSVPFGgpL6",Turkish,Turkic,,NonNative
"Compelling Mission + Vision statements for your brand, bound to leave lasting impressions
#baharkalkani 
#MAFSAU 
#ON3rdWin 
https://t.co/UToxZ1qHaZ",Turkish,Turkic,,NonNative
"“Operation spring shield” 
Turkish enemies in Syria won’t forget this three words ever again.

#springshield 
#operationspringshield 
#BaharKalkanı",Turkish,Turkic,,NonNative
"hello march. give us peace, kindness,happiness.
These are the most necessary things for my country #baharkalkani",Turkish,Turkic,,NonNative
