text,lang,langFam,category,origin
#MapOfTheSoul7 #BTS #MapOfTheRussiaBTS #BTSTourInRussia #BTSTOUR2020_RUSSIA #BTSTOUR2020 #BTSGoToRussia #BTSGoGoToRussia #MapOfTheSoulRussiaBTS.                 I think this is a sign😝😝😝 https://t.co/ZUFA8yaQrj,Russian,Indo-European,,NonNative
"please
#BTSTOUR2020_RUSSIA
That's what I want
#MapOfTheRussiaBTS",Russian,Indo-European,,NonNative
goodnight #BTSTOUR2020_RUSSIA #MapOfTheRussiaBTS,Russian,Indo-European,,NonNative
"@BigHitEnt you need to understand that Russia doesn’t mean that there would be just russian ARMYs,but also ARMYs  from Ex Sovet Union/CIZ countries like Azerbaijan, Kazakhstan, Ukraine etc..So please, don’t ignore us, see us, see RUSSIA
 #MapOfTheRussiaBTS
#BTSTOUR2020_RUSSIA 🇷🇺",Russian,Indo-European,,NonNative
"@BigHitEnt why are you ignoring the biggest country in the world😭😭 I hope that you’ll add Moscow and Turkey for this tour🙏🏻 ulan ne yaptik da biz size bizi gormuyorsuniz🇷🇺🇹🇷  #MapOfTheRussiaBTS
#BTSTour2020_Russia
#WeNeedBTSTOUR2020TURKEY",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA

We are waiting for you💜💫 https://t.co/8CFuaMlGUl",Russian,Indo-European,,NonNative
"@BigHitEnt hi. There are so many ARMYs in Russia who want to attend a BTS' concert and make their dream come true. Hope you will notice us and please come to our country! 🙇‍♀️🙇‍♂️

#BTSTOUR2020_RUSSIA",Russian,Indo-European,,NonNative
i-army please save us #BTSTOUR2020_RUSSIA,Russian,Indo-European,,NonNative
"@kimloona_ @BigHitEnt @BTS_twt My name is Irina. I’m 20. I’m student. I want a concert in Moscow. I live in Ufa💜💜💜💜
#BTSinRussia2020 
#BTSTOUR2020_RUSSIA",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA 
@BTS_twt 
       BTS              TOUR 
                 Russia 
                 Bye https://t.co/wHH4hHXtvZ",Russian,Indo-European,,NonNative
"#BTSTOUR2020
#BTSTOUR2020_RUSSIA

  I hope that you will reach Russia in the upcoming tour. Your Russian ARMY really want to meet you. We will wait for you in RUSSIA. 🇷🇺
                                 💜Your ARMY💜 https://t.co/SQSJWf0aPy",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA

We have a large stadium in Moscow🥺🥺🥺 https://t.co/fm2MTY6q0D",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA Big Hit Entertainment we love them too BTS, give us a chance, give us a tour of Russia. PLEASE https://t.co/Qh1IjnYavS",Russian,Indo-European,,NonNative
let’s help bh to find Russia  #BTSTOUR2020_RUSSIA https://t.co/MI0HkfEBzP,Russian,Indo-European,,NonNative
"I want to Shine with you and be part of the ARMY bomb ocean
#BTSTOUR2020_RUSSIA https://t.co/VwTBsGbMxs",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA 
#MapOfTheSoulTour
Please https://t.co/7oH5HhNEub",Russian,Indo-European,,NonNative
"BTS CONCERT IN RUSSIA🙏🙏🙏

🇷🇺🇷🇺🇷🇺💜💜💜

#BTSTOUR2020 #BTSTOUR2020_RUSSIA https://t.co/CXkd5p2t1D",Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA
This is RUSSIA. PLEASE COME TO RUSSIA. PLEEEASE https://t.co/b78aglYc0R",Russian,Indo-European,,NonNative
Hello Big Hit! We have this!! You know??! We really want BTS concert in Moscow!! Please help our dreams come true🤝                   #BTSTOUR2020 #BTSTOUR2020_RUSSIA @BigHitEnt @BTS_twt https://t.co/gHIq8ZLv9B,Russian,Indo-European,,NonNative
"@BigHitEnt 💜
Russia is waiting for BTS
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺
#BTSTOUR2020 #BTS
#BTSTOUR2020_RUSSIA https://t.co/s6e07v1Ifm",Russian,Indo-European,,NonNative
"It is the 'Luzhniki' stadium in Moscow Russia and it seats 81,000 people, we can fill it twice.

#BTSTOUR2020 
#BTSTOUR2020_RUSSIA https://t.co/kNOkK6KcvL",Russian,Indo-European,,NonNative
"Please, bts, please....
#BTSTOUR2020_RUSSIA https://t.co/v847evtUhZ",Russian,Indo-European,,NonNative
"#BTSTOUR2020
#BTSTOUR2020_RUSSIA 
RUSSIA, Moscow
@bts_bighit 
We have big enough arenas and enough armys for it to happen
We're begging you https://t.co/7Ik5vFHCOT",Russian,Indo-European,,NonNative
"#BTSTOUR2020
#BTSTOUR2020_RUSSIA 
RUSSIA, Moscow, Saint Petersburg
@bts_bighit 
It'll be sold out I'm telling you
Just give us a chance and two dates https://t.co/CkKczrudVZ",Russian,Indo-European,,NonNative
"MOSCOW RUSSIA PLEASE 
@bts_bighit
#BTSTOUR2020
#BTSTOUR2020_RUSSIA",Russian,Indo-European,,NonNative
"#BTSTOUR2020
#BTSTOUR2020_RUSSIA 
Guys!  The maximum repost is for BTS to perform in Moscow as part of the tour.
 Let them see our activity!",Russian,Indo-European,,NonNative
please come to Russia(Saint Petersburg and Moscow)🙏a lot of RU-ARMY can't afford to travel to another country. fulfill our dream) #BTSTOUR2020 #BTSTOUR2020_RUSSIA,Russian,Indo-European,,NonNative
"#BTSTOUR2020_RUSSIA 

PLEASE
                    🕯      🕯
           🕯                        🕯
                           BTS  
        🕯     more tour dates   🕯
                    in RUSSIA
            🕯                       🕯
                     🕯     🕯",Russian,Indo-European,,NonNative
"#BTSTOUR2020
#BTSTOUR2020_RUSSIA 

Honestly, there are plenty of us willing to visit a consert but cannot do so... PLEASE",Russian,Indo-European,,NonNative
"Come to Russia❤️We are waiting for you very much💜🇰🇷🇷🇺
#BTSTour2020 #BTSTour2020_Russia #BTS https://t.co/Lh3NoPQgrr",Russian,Indo-European,,NonNative
"What about Russia?🇷🇺❤️
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺
#BTSTour2020 #BTSTour2020_Russia @BTS_twt
@bts_bighit @BigHitEnt 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜",Russian,Indo-European,,NonNative
"@BigHitEnt BTS in Russia🇷🇺🇷🇺🇷🇺 We need you here! ❤️❤️
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
#BTSTour2020 #BTSTour2020_Russia 💜💜💜💜💜💜💜💜💜💜💜",Russian,Indo-European,,NonNative
"@BigHitEnt COME TO RUSSIA. WE LOVE YOU SO MUCH AND WAIT FOR YOU🥺🥺🥰🥰💗💗❤❤💜💜💖💖💖💖💖💞💞❤❤❤💜💜💜💜 #BTSTour2020 
#BTSTour2020_Russia",Russian,Indo-European,,NonNative
"'Tis the #season to wish one another #joy and #love and #peace. #MerryChristmas to all my #loved ones and your #family...!!! 

#christmaslights #christmasparty #celebrate #nursing #healthcare #china #turkey #ChristmasEveEve #BTSTour2020_Russia #SchoolDays #夜な夜なクリスマス会 https://t.co/MNezl2oCmq",Russian,Indo-European,,NonNative
text,Russian,Indo-European,,NonNative
"god is a woman and her name is Tiril Eckhoff
#биатлон https://t.co/CG2nUOicrE",Russian,Indo-European,,NonNative
My heart is breaking.... #биатлон #Olympics https://t.co/qefuopgNXN,Russian,Indo-European,,NonNative
"IN MY HEART 💙
#биатлон https://t.co/gkoyQWUslz",Russian,Indo-European,,NonNative
"` antholz 2018

#биатлон https://t.co/FoQgTgKlgJ",Russian,Indo-European,,NonNative
"dad and son

#биатлон https://t.co/NEUAo1aevA",Russian,Indo-European,,NonNative
"Biathlon = love ❤
#биатлон #TMN18 https://t.co/G59C3HTCF0",Russian,Indo-European,,NonNative
Only true 90s kids will remember this #биатлон https://t.co/a6yBrIbfPP,Russian,Indo-European,,NonNative
"It's me today 
#биатлон https://t.co/y0hDXfAAS1",Russian,Indo-European,,NonNative
"Let's dance on Sunday 🕺💃

#DonDiablo #switch #танцы #биатлон #зажигайкакони https://t.co/JufyughV2e",Russian,Indo-European,,NonNative
Yaaaaaa! 🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮Wonder woman of the world biathlon!🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮 Finnish rocket🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🚀🚀🚀🚀🚀 #gokaisa #biathlon #biathlonworld #biathlon_is_my_life #biathlonfamily #биатлон #kaisamäkäräinen #kaisamakarainen #бхг  #тюмень https://t.co/XmS47YO4vI,Russian,Indo-European,,NonNative
we are ready #Biathlon #биатлон https://t.co/tthgNM3wOo,Russian,Indo-European,,NonNative
"best✨🥰

#биатлон https://t.co/z2lrVHC6fG",Russian,Indo-European,,NonNative
"When you won &amp; you're rock star! #MartinFourcade #биатлон #biathlon #Olympics 
https://t.co/2Apo7T0mwt https://t.co/S0mMbkxVW1",Russian,Indo-European,,NonNative
"no comments
  #биатлон https://t.co/BjVpqKyZLA",Russian,Indo-European,,NonNative
"No comments.

#биатлонХМ #биатлон #ХМ #ibu #biathlon https://t.co/KvZJ6gGKSg",Russian,Indo-European,,NonNative
Ready for race in ➡ #Beitostølen #skidskytte #skiskyting #biathlon #биатлон https://t.co/AbngFRO2mx,Russian,Indo-European,,NonNative
"4. Young 👼🏼🌸

#биатлон 🇳🇴 https://t.co/Bf0BeoGpls",Russian,Indo-European,,NonNative
"1. In sunglasses 🌸🧡

#биатлон 🇳🇴❤️ https://t.co/R44AFODg36",Russian,Indo-European,,NonNative
"Check out my Gig on Fiverr: psd to responsive HTML5  css3  bootstrap4 https://t.co/muGS6augpn

#биатлон #igot7selcaday #FelizViernesATodos #QueremosRock #AvancemosJuntasEnConvoy #ComoHombre",Russian,Indo-European,,NonNative
"Check out my Gig on Fiverr: complete your wordpress website development https://t.co/BDXX6qthir

#биатлон #igot7selcaday #FelizViernesATodos #QueremosRock #AvancemosJuntasEnConvoy #ComoHombre",Russian,Indo-European,,NonNative
"My girls 😭
#биатлон https://t.co/4K9aZKAdp9",Russian,Indo-European,,NonNative
"Check out my Gig on Fiverr: design hand drawn feminine watercolor logo for you #星街すいせい3D #ON3rdWin #ガルパ3周年直前SP #麒麟がくる #WeLoveYouXiaoZhan
#名前を3文字消すとかわいい
#ТамбовРубин
#БПЛА
#биатлон
#Проща #ななにー https://t.co/16JXdywDjl",Russian,Indo-European,,NonNative
"When is Apple 5G Coming? 🧐🧐🧐 https://t.co/i8hvs3chhh
:
.@Apple .@tim_cook #AfterTheSexIsOver #SaturdayThoughts #BernieKnew #SaturdayMorning #SaturdayMotivation #TurnThePartyON #ятебянехочу #GoAllOutForX1 #биатлон #世界一受けたい授業 #猫の日 #AskTamannaah",Russian,Indo-European,,NonNative
"US claims Russia is behind Georgia cyber-attacks 🧐
#techgenez #AfterTheSexIsOver #SaturdayThoughts #BernieKnew #SaturdayMorning #SaturdayMotivation #TurnThePartyON #ятебянехочу #GoAllOutForX1 #биатлон #世界一受けたい授業 #猫の日 #AskTamannaah 
https://t.co/fPwXdd1L7z",Russian,Indo-European,,NonNative
"Inspiring!

#travel #россиябудущего #happyjaehyunday #триггер #2월생_재현이를_1등으로_4랑해 #биатлон #monbebeselcaday #longlivespringday #устныйрусский #триггер

https://t.co/nE5JsWN9bE",Russian,Indo-European,,NonNative
"My free Templetes website, I do #Logodesign
#businesscard #tshirtprint #brandidentity
https://t.co/Z0HynX5Zq2 mahamud?rid=253729971&amp;utm_medium=email&amp;utm_source=ctrbreferral-t-link

#AtinySelcaDay #MiracleByulDay #MOASelcaDay
#China_is_terrorist #биатлон",Russian,Indo-European,,NonNative
"Not bad, not bad. 
#Биатлон",Russian,Indo-European,,NonNative
"winners
2018/2019
#biathlon #биатлон https://t.co/09xGUMAma2",Russian,Indo-European,,NonNative
"I'm wondering how an first vice- president of IBU can said such things? What a shame, IBU🤦🏼‍♀️ @biathlonworld #биатлон #гамза https://t.co/OJ5mcSIVh9",Russian,Indo-European,,NonNative
new season #biathlon #biathlonart #биатлон https://t.co/DGxjhyf5bV,Russian,Indo-European,,NonNative
"Batya is coming...
#biathlonislife
#биатлон https://t.co/cesnlFfXeo",Russian,Indo-European,,NonNative
"This is the best team. 🇷🇺♥️
I'm happy that I live in Russia, because I can enjoy the success of this wonderful team. 🇷🇺♥️
#биатлон #HOL17 https://t.co/5PUAvHWdTs",Russian,Indo-European,,NonNative
"#Russia 🇷🇺 is the world Champion in #Biathlon Relay 🙋🙌🌌🎆🎖

#biathlonwm #BiathlonWorldCup #биатлон #Россия #поздравления",Russian,Indo-European,,NonNative
Martin Fourcade watercolor portrait. Best biathlete. #biathlon #watercolor #биатлон #спорт #portrait https://t.co/ZQigIFxU39,Russian,Indo-European,,NonNative
Retweet &amp; share the feeling of 50m hitting golf ball size🔫👺🎿💓💗💕💔 #biathlon #биатлон #skiskyting… https://t.co/ReK5BRpFMF,Russian,Indo-European,,NonNative
"Follow plz👉  @SuhilaBnLachhab 
ARABIC POP STAR💋💙💐

#уНикифораДР
#биатлон
#РоссияЧехия https://t.co/bcfgLz7hWm",Russian,Indo-European,,NonNative
"Samsung Electronics confirms Coronavirus case at phone factory🧐🧐🧐  https://t.co/WW1CHdrmr0
:
.@Samsung
#TechGenez #Samsung #SaturdayThoughts #BernieKnew #SaturdayMorning #SaturdayMotivation #TurnThePartyON #ятебянехочу #GoAllOutForX1 #биатлон #世界一受けたい授業 #猫の日 #Messi",Russian,Indo-European,,NonNative
"Expensive Doesn't Always Mean Better!

#travel #CHEMUN #RTXOn #dax18 #HappyBirthdayJhope #ourremedyjhope #nrkmgp #MUFC #HappyHopeTime #AskMonstaX #neozonechartshow #skamfrance #биатлон
#реалсельта #RHOA #TravelTuesday #budgettravel #cashcoach #travelmore

https://t.co/E5Q35ngnmP",Russian,Indo-European,,NonNative
stars. #biathlon #биатлон https://t.co/q5jUjqxJwk,Russian,Indo-European,,NonNative
"Greetings from @ibu_WC at  #KON18!

Some moments from the 1st days mens 10km sprint. 

#biathlon #biatlons #биатлон 

https://t.co/QtBcQiNc3L",Russian,Indo-European,,NonNative
I’m broken. It was the worse day in this year. I had problems with my personal life and I heard very bad news in my favorite interest. I really want that people who made decisions about Russian sportsman will burn in the hell. #Olympics2018 #Russia #биатлон #norussianogames https://t.co/lHHh6U6clF,Russian,Indo-European,,NonNative
"Hey, why do we see so few Russian citizens discussing on Twitter?
Norwegians, Dutch, even Ukrainians we get; no Russians, be they for or against invading our country.  We need to talk with them.
#HappyBirthdayZayn #биатлон #Putin #Ростова https://t.co/xujv28mlwA",Russian,Indo-European,,NonNative
"Migrants, #Catalonia, #CES: Your #Thursday Briefing https://t.co/51eyszGAo8

#ThursdayThoughts #wada #биатлон #танк #танковыйбиатлон #сборнаяроссии #спорт #новости #kremlin #russia #russian #ru #россия #страна #news #политика #ss11 #ss10 #nt1 #tf1 #endemol #lmvsmonde2 #lmsa https://t.co/bNUJpMXVtn",Russian,Indo-European,,NonNative
"How do journalists know about the terror attack in turkey?
They are not journalists, they are terrorist collaborators
#Turkei 
#биатлон https://t.co/OJfDnKtW6f",Russian,Indo-European,,NonNative
"#биатлон
@SuperSvendsen you are still the best",Russian,Indo-European,,NonNative
URSS Trends: #RUNwithBTS | #WeLoveYouCalum | #биатлон |FREE Unfollow nonfollowers &amp; Trendsmap| https://t.co/UFqGzNZi92,Russian,Indo-European,,NonNative
#Биатлон setup http://t.co/FsPoJmSmed,Russian,Indo-European,,NonNative
"@kmakarainen for a Finnish magazine ""Fit-lehti"" #Кайса_Макарайнен #Kaisa_Mäkäräinen #biathlon #биатлон http://t.co/qiLiVyoMMO",Russian,Indo-European,,NonNative
"goodbye @klahtibiathlon, these were great days with you! I will miss... #bwch2015 #biathlon #биатлон #sadness #kontiolahti",Russian,Indo-European,,NonNative
And again excellent shooting by Russia and back to 7th. Gunning for a podium!!! #biathlon #биатлон,Russian,Indo-European,,NonNative
Congrats !!! #yurlova for grand victory #биатлон #Biathlonwm http://t.co/7kTDvk8Ma2,Russian,Indo-European,,NonNative
Two days until I go into the fire. All in. #Kontiolahti2015 #bwch2015 #skidskytte #biathlon #биатлон… https://t.co/dI42hr9ONk,Russian,Indo-European,,NonNative
"”Already before the beginning of the race I knew I would be fighting for medals."" -Anton Shipulin #bwch2015 #kontiolahti #биатлон",Russian,Indo-European,,NonNative
"Simon @SimonSchempp, well done, today you're our hero in Russia ;) don't ask why ;) #биатлон #biathlon",Russian,Indo-European,,NonNative
Good job @DaryaDomracheva !! #win #biathlon #победа #биатлон http://t.co/8aEh4ccpZU,Russian,Indo-European,,NonNative
"Around the track. Today I used the right amount of shots, not disqualified👍 #twittski #skidskytte #biathlon #биатлон http://t.co/TYdtQSuO2I",Russian,Indo-European,,NonNative
Happy New Year http://t.co/2rNYJcdZcC #биатлон,Russian,Indo-European,,NonNative
the loser is @martinfkde #biathlon #биатлон,Russian,Indo-European,,NonNative
Shipulin is the winner #biathlon #Russia #биатлон,Russian,Indo-European,,NonNative
"Happy B'day, Zigy!! http://t.co/ktIjlJDVsk #биатлон",Russian,Indo-European,,NonNative
#биатлон @martinfkde bravo!!!!! You are tbest as usual!!!! 👏👏👏👏😘,Russian,Indo-European,,NonNative
Fantasy Biathlon-2014/2015 http://t.co/QJ84jhM3Gj #биатлон,Russian,Indo-European,,NonNative
Russian biathlete Ekaterina Iourieva banned for 8 years for repeated #doping misconsuct. She has retired earlier in 2014 #биатлон,Russian,Indo-European,,NonNative
Martin Fourcade http://t.co/d3wJd42G0n #биатлон,Russian,Indo-European,,NonNative
Time to say goodbye http://t.co/GO8QXIf13T #биатлон,Russian,Indo-European,,NonNative
#Biathlon women's Mass Start 12.5 km finish of Darya Domracheva Gold! Soc...: http://t.co/9wW6W9LOTg #Биатлон #биатлон #sochi2014 #Сочи2014,Russian,Indo-European,,NonNative
@NiallOfficial  Olympics look better #Олимпиада2014 #Sochi2014 #биатлон #Сочи2014 з2,Russian,Indo-European,,NonNative
This time the French biotlonisty have overtaken all and won first place in the women's Sprint! #congratulation French women's #биатлон,Russian,Indo-European,,NonNative
"Congrats Gabi, Tora  and Kaisa! Lovely podium! Good race! #Biathlon #Ruhpolding #биатлон",Russian,Indo-European,,NonNative
"Russian athletes won gold in relay race in France, well done! Our heroes biathlon! France came only at 6 place) #congratilation #биатлон",Russian,Indo-European,,NonNative
"Now on live broadcast relay biathlon race held in France, so cool and beautiful #биатлон #mens #now #live",Russian,Indo-European,,NonNative
#биатлон social media: http://t.co/ntNvlucJKr #SpotExpo #SpotExpoTrends,Russian,Indo-European,,NonNative
"Come on Simon, you have a wonderful chance! #Биатлон #Biathlon #ostersund #mixedrelay",Russian,Indo-European,,NonNative
"Whithout @SuperSvendsen  Fourcade M. does not have enough rivalry(( @SuperSvendsen , get well soon!!!!!! I miss you!!) #биатлон",Russian,Indo-European,,NonNative
The show must go on! http://t.co/9t1T86uN #биатлон,Russian,Indo-European,,NonNative
New Year's biathlon http://t.co/pIsYIQFX #биатлон,Russian,Indo-European,,NonNative
Today pleasure for the hockey national team and a certain grief for biathlon... #hockey #biathlon #TeamRussia #хоккей #биатлон,Russian,Indo-European,,NonNative
I am very glad to results of the Tora Berger... I congratulate team of Norway #biathlon #биатлон,Russian,Indo-European,,NonNative
Today is the happiest day!)) Norway is CHAMPION!))) Сongratulations to both men and women)) #biathlon #биатлон,Russian,Indo-European,,NonNative
LOl ;D #biathlon #ostersund #russia #биатлон http://t.co/kEi0NsO1,Russian,Indo-European,,NonNative
