charTrigrams,wordBigrams,wordUnigrams
g a,we want,right
 sa,all of,show
act,of us,future
abo,this week,feel
 ab,in europe,franck
nst,the hashtag,dit
ght,of them,tweet
ge,go to,wait
s o,did you,around
ne,happen in,come
 al,that i,something
ot,you and,talk
 po,a new,tool
day,all be,vote
tin,vincent cassel,way
 ho,is how,sexual
tal,you do,abuse
t f,i guess,award
rin,what happened,film
not,my son,those
ave,make it,thank
ans,last day,other
s c,for his,brave
mor,to think,love
ine,in it,stop
igh,went to,heart
s n,with some,working
 am,i just,children
sti,do you,victims
t c,far away,them
fra,such a,start
n s,s not,too
 ac,a hospital,happened
ck,hospital for,few
r a,you need,europe
e h,most of,looking
 br,and its,culture
n w,for a,these
y s,was a,person
one,our ocean,such
tra,to fight,under
ry,the planet,re
ct,grand palais,victim
t m,the ocean,top
rom,we re,vincent
com,at to,cassel
cti,to our,sick
e g,are here,first
t b,to have,think
ty,present to,together
por,this morning,yes
ls,for all,nice
fre,it is,raymond
 as,not only,depardon
ple,head of,thomas
tur,of tomorrow,barbey
ke,tomorrow at,morning
ny,food waste,today
 fe,here we,cornwall
fro,to help,st
ure,on stage,away
ide,join us,grand
tim,time to,outside
r o,connect with,fans
so,the fight,managing
om,the global,meet
 tr,business models,join
my,the and,data
ore,we must,investment
n c,the in,tomorrow
ar,among the,differently
d s,for your,stage
 da,news the,global
nch,discover our,discover
was,to know,fund
hav,know more,social
e e,more about,cc
min,about check,country
o m,check out,airport
 ta,out our,coronavirus
cha,our short,unveils
h a,short film,car
ard,film dedicated,prototype
 ag,dedicated to,human
ref,this contract,machine
us,contract that,via
age,that was,spreading
s m,was filmed,throughout
r s,filmed last,protest
t p,last month,silence
ity,month at,mobilisation
lan,the signature,plan
cou,signature of,ill
ld,of our,huge
new,our partnership,daily
ery,partnership with,yet
how,the european,western
o f,european investment,share
ari,investment fund,reforms
iti,of france,expect
de,now infected,declared
 le,infected he,th
t h,isn t,arrested
o o,our government,law
 mi,is near,hi
o a,here in,ve
d o,to keep,years
l a,difference between,pm
 gr,that s,through
ead,c est,never
rou,hospital in,saturday
s b,but not,night
tor,via cc,mad
s p,in las,sure
str,las vegas,results
pol,party hard,using
e l,throughout teachers,art
pen,teachers lawyers,poor
 lo,lawyers firefighters,result
ey,firefighters bus,hello
ies,bus drivers,march
l t,drivers doctors,ok
 ev,doctors nurses,wondering
sin,nurses farmers,until
any,farmers port,state
ris,port workers,george
but,workers amp,stand
 my,amp sewage,oops
app,sewage workers,prime
ach,workers mainstream,parliament
s l,ghost recon,process
 fa,emperor s,system
wan,s police,listen
o s,police making,where
orm,making it,coming
 pl,it rain,number
ont,rain tear,rt
y a,tear gas,soon
rat,gas on,chat
ank,on protesters,order
can,protesters at,prevent
 un,at protest,guns
ron,protest in,w
ht,of silence,non
wee,in brussels,bitch
ew,brussels and,lets
der,and silence,victime
ood,in eu,child
rac,eu mainstream,teen
o p,here s,captioned
 by,s the,rapist
by,latest on,better
uti,on what,she
eal,what the,shouldn
chi,of mobilisation,yourself
ble,mobilisation against,refuge
 im,reform plan,because
eat,plan looks,problem
hou,looks like,society
e r,french workers,powerful
aga,workers keep,director
s d,keep protesting,incredible
am,protesting against,queen
 t,against s,least
 ra,reform brussels,olivier
wha,brussels brainwashing,also
ona,brainwashing cabal,known
sio,cabal dont,heard
hey,dont report,before
sho,report on,actually
r i,on it,men
mon,it as,trash
son,are part,story
n o,same corrupt,wanna
red,corrupt club,breaking
 en,they should,ourselves
o b,mdr ill,violence
y w,there for,work
ad,is one,anyway
ime,most visited,post
 mu,visited countries,hashtags
ss,countries in,trending
ell,world having,consent
eas,having huge,please
 fu,huge demonstrations,tweets
fer,demonstrations nearly,put
ast,nearly daily,did
ack,daily yet,courage
gai,yet none,then
thr,none of,literally
ost,the western,k
tes,western media,woman
y o,media find,tea
n e,find it,cool
lis,it news,fuck
ern,news worthy,consume
n r,worthy thanks,tired
ks,to twitter,mais
ash,twitter we,real
ame,can still,guess
l b,still share,mind
emo,share the,n
ind,the news,word
tte,throughout all,life
r b,all french,son
lit,are united,colebourn
use,united against,bear
ake,against against,her
ict,the macron,learn
end,macron government,pet
wer,s neoliberal,behind
nde,neoliberal pension,next
 or,pension reforms,inside
r p,reforms mainstream,once
lac,very disturbing,took
sur,disturbing how,street
 ba,how brutal,liverpool
d r,brutal the,series
 us,the police,concert
ssi,police are,went
eed,are behaving,international
eri,behaving how,vie
nti,do they,town
int,they expect,far
ces,expect people,dead
e y,to react,university
car,react to,photos
y i,to their,three
eet,their brutality,epic
 bo,cause this,amazing
som,is our,taken
ang,our song,et
hap,macron officially,investments
r h,officially declared,planet
nk,declared the,palais
nes,the war,ll
tea,war to,represents
ses,to french,ship
edi,people everyone,startups
 si,everyone should,orange
n b,should wake,changenow
sel,wake up,values
pla,up fight,important
ite,fight and,topic
unt,and burn,present
ntr,burn this,air
dem,this fascist,pollution
n m,fascist government,energy
 tw,government this,made
til,the biggest,code
ber,biggest dictatorship,only
do,dictatorship and,head
 ex,and if,helping
el,if we,companies
lly,we don,sector
 up,t fight,session
s h,fight we,waste
een,we will,action
cra,will lose,free
a t,lose everything,things
y b,everything emmanuel,businesses
 ov,macron will,reduce
sto,will destroy,foundation
get,destroy everything,partners
ree,remember remember,connect
ini,remember the,innovators
nee,the th,project
g o,th of,continue
tho,of november,models
rap,gros week,normal
a s,week end,pitches
ds,two young,favorite
nge,young people,die
ope,people were,scale
h s,were arrested,speed
y f,arrested during,open
lea,the demonstration,trust
ese,demonstration against,among
hea,the bew,sunday
tar,bew labour,check
ner,when brutal,short
gre,brutal underwood,dedicated
ire,underwood says,contract
 sp,says hi,filmed
din,hi to,month
che,to brutal,signature
fig,brutal valls,partnership
bus,to clarify,welcome
tre,clarify or,ministers
med,or not,collapse
ia,not our,waiting
n p,our current,cases
sse,current political,serious
nsi,political issues,stats
n l,issues in,precautions
lik,in terms,spread
ike,terms that,adp
shi,that everybody,isn
oul,everybody will,idea
uld,will understand,near
rie,most enormous,virus
d h,enormous i,masks
a f,i ve,while
peo,ve seen,difference
eop,seen since,c
opl,since many,minutes
e u,many years,been
ial,years is,case
d w,is safeguarding,president
d b,safeguarding democracy,amid
 bi,democracy wrong,lyon
eme,trolls french,ready
whe,french pm,crazy
od,pm for,easy
 hi,for planning,alexa
jus,planning to,ces
o c,force through,bisou
r c,through his,insights
 cu,his labour,profiles
tan,law reform,las
 ve,reform his,vegas
oll,hollande current,ups
nin,latest la,youhou
y m,la na,party
lin,na touch,hard
ass,touch le,direct
nte,le journal,teachers
lut,journal thanks,lawyers
d m,the place,firefighters
inn,place to,bus
lle,m reaady,drivers
too,democracy may,doctors
 bl,may be,nurses
pe,be overrated,farmers
rop,overrated history,port
ooo,history never,sewage
i w,never is,ghost
e v,saturday night,recon
has,night feaver,emperor
las,feaver mad,making
don,mad in,rain
g i,police contre,tear
rot,contre pompiers,gas
rus,pompiers police,protesters
els,police against,eu
nat,against firefighter,looks
sit,firefighter in,protesting
t n,democratie is,brainwashing
mac,is overrated,cabal
cro,the feeling,dont
ms,feeling that,report
o r,the current,corrupt
t d,current french,club
if,french govt,mdr
wil,govt sure,demonstrations
rem,sure of,nearly
rre,of bad,none
hen,bad results,worthy
ays,results in,united
ys,the upcoming,neoliberal
ica,upcoming municipal,disturbing
l i,municipal elections,behaving
t e,elections decided,react
moc,decided to,brutality
ocr,to pass,cause
usi,pass the,song
mar,the labour,officially
h t,labour reforms,war
its,reforms yesterday,wake
m t,yesterday by,burn
own,by using,fascist
twe,using art,biggest
d p,art a,dictatorship
id,a preemptive,lose
ser,preemptive move,destroy
o h,move to,november
ves,to sweep,gros
tag,sweep aside,young
ean,aside any,demonstration
ina,any possibility,bew
nve,possibility of,underwood
imp,of revolt,valls
rev,revolt due,clarify
ugh,due to,political
ork,the poor,issues
amp,poor result,terms
mp,hello protest,everybody
eam,protest hello,understand
a n,hello march,enormous
hos,ok marty,seen
t r,marty mcfly,safeguarding
oli,virginie despentes,wrong
ile,despentes we,trolls
lat,need now,planning
nal,now a,hollande
ili,a revolution,na
efo,wondering about,touch
cor,about going,journal
mos,going on,reaady
tri,on all,history
orl,all out,feaver
 ye,out strike,contre
rn,strike until,pompiers
nks,until the,firefighter
sha,the nd,crime
era,nd march,democratie
dis,march feels,feeling
ir,feels really,govt
ong,really counterintuitive,upcoming
tat,counterintuitive teaching,municipal
cal,teaching during,elections
ous,during state,decided
inc,state of,pass
acy,of emergency,yesterday
cy,emergency measures,preemptive
na,a method,move
err,method this,sweep
y n,is provocation,aside
r m,a rough,possibility
fee,rough time,due
eel,time for,marty
ult,for macronistes,mcfly
hel,george orwell,orwellien
olu,error democracy,virginie
y c,democracy not,despentes
 ti,not found,revolution
nis,d actualit,strike
ual,actualit avec,nd
 ge,avec le,counterintuitive
 ri,le get,teaching
ura,get up,emergency
rd,up stand,measures
gra,stand upstand,method
nne,upstand upfor,provocation
alk,upfor your,rough
ten,your right,macronistes
 kn,no one,surprise
s e,one is,orwell
f c,is innocent,error
way,innocent nomenklatura,actualit
 ce,minister to,avec
wom,reform labour,upstand
vic,labour laws,upfor
hil,laws by,innocent
 aw,by decree,nomenklatura
low,how to,laws
nta,to fix,decree
im,fix our,fix
ppe,our broken,broken
 ju,broken democracy,archive
eur,government is,use
ink,is going,third
mas,to use,subparagraph
har,use the,article
rec,the third,constitution
oug,third subparagraph,legislative
urs,subparagraph in,marianne
mai,in article,gueule
dia,article of,answers
ee,the constitution,fictional
per,constitution in,character
ice,the parliament,doesn
r g,parliament to,fr
 ga,force the,citizens
ote,the legislative,storm
 ci,legislative process,numbers
cit,process of,remenber
len,of its,scare
bru,its plan,murderers
 eu,plan to,down
bil,reform the,yep
gov,national pension,page
rm,pension system,jacques
ook,system macron,houseofcards
orr,macron marianne,manuelvalls
 cl,you talking,pretty
rld,talking to,woodman
vin,me you,petit
g h,you want,mort
 hu,want a,denfert
ali,a on,controlled
cia,your gueule,bourse
t g,answers to,du
mbe,a fictional,travail
r l,fictional character,rotten
tic,character but,kingdom
ann,but he,mankind
rce,he doesn,thought
uch,doesn t,ur
 jo,t listen,citizen
ie,listen fr,buying
ele,fr citizens,easily
sid,citizens where,regards
llo,where is,funny
vir,the democracy,exchange
won,i don,constitutional
oin,t know,overcome
l o,know the,block
eth,the future,retweeted
cat,future but,house
pri,i feel,cards
ise,feel like,sudo
nno,a storm,okay
n d,storm is,kill
go,remember people,vibe
kno,not numbers,charity
sup,numbers remenber,match
upp,remenber our,celebrate
nfe,our number,adle
ert,number scare,haenel
ven,scare murderers,attending
 ea,for support,hopes
ool,support franck,industry
ola,franck democracy,might
nsk,is down,changed
ish,yep franck,reflect
ene,franck amp,ask
awa,amp french,humanity
d f,minister are,fled
f a,are on,accept
g f,same page,rapists
win,page democracy,run
top,new jacques,theyre
o i,jacques a,artists
ita,rt houseofcards,tw
o w,houseofcards manuelvalls,text
sen,manuelvalls democracy,expressing
ase,best tweet,outrage
k t,tweet ever,felt
m a,and wait,read
bel,and pretty,illustration
oma,pretty soon,forthcoming
ale,soon you,book
bla,you won,eliane
 cr,t be,cheung
a h,be around,florence
row,around george,foresti
 pi,george woodman,guys
abl,woodman le,polanskis
mpa,le petit,oscar
 ai,petit chat,divides
inf,chat est,elite
eac,est mort,cinema
fir,people arrested,juliette
 dr,arrested and,binoche
mer,and denfert,came
a d,denfert controlled,save
see,controlled they,actresses
 na,they come,shouldnt
rnm,come from,surprised
nme,the bourse,carbone
ens,bourse du,weinstein
bra,du travail,beyond
isi,s something,ripening
d c,something rotten,fruits
avi,rotten in,jennifer
arl,the kingdom,izaakson
y d,kingdom of,exemple
r w,of mankind,proposition
h p,hi have,preserve
acr,have u,occidentals
ral,u ever,sexism
exp,ever thought,knowing
nue,thought about,sexists
war,about in,paedophile
yon,to prevent,alive
 if,prevent ur,wish
nov,ur citizen,thats
gro,citizen from,standing
 du,from buying,cowardice
say,buying guns,fact
ues,guns easily,horrendous
t l,easily talk,lack
may,talk w,words
atu,w he,deal
 ni,he can,sooooo
eli,help u,tell
tiv,u regards,strong
y p,funny exchange,everywhere
ue,exchange between,remind
lie,between and,former
spe,the constitutional,themselves
w a,constitutional tool,actual
ond,to overcome,constantly
met,overcome parliament,revictimize
 ro,parliament block,bring
fou,retweeted house,relief
oce,house of,hesitating
s g,of cards,damn
h i,cards democracy,earlier
rti,for non,girls
em,non way,illustrate
ian,way sudo,presentation
w m,sudo vote,got
mus,for okay,prized
 gu,bitch don,widespread
 sc,t kill,worry
ppo,kill my,horrible
led,my vibe,threat
rav,charity match,truth
ord,match in,girl
n h,happy lets,hell
ol,lets celebrate,broke
mat,celebrate women,ceremony
cel,women all,polansky
ski,all over,winner
r f,adle haenel,attacked
ild,haenel attending,taylor
w c,attending having,say
ned,having hopes,believe
fil,hopes that,greetings
who,they will,belgium
ho,will never,tense
soc,never award,comes
oci,award something,subject
ful,something to,addition
ane,a rapist,born
oth,rapist that,metoo
liv,the film,freedom
arb,film industry,speech
ein,industry might,assaults
d e,might ve,published
hes,ve changed,roman
oud,changed for,awards
sht,for better,feminist
gs,better shame,talked
uro,shame to,friday
 pu,to those,equivalent
orn,who says,celebrity
nda,says she,scandals
k o,she shouldn,encourage
a b,t have,speak
cas,have come,directed
san,come reflect,quentin
sum,reflect on,taranmytho
oto,on yourself,fucking
nto,yourself amp,nightmare
spi,amp ask,let
pit,ask if,alone
tme,still have,crochon
vat,have your,croissant
sol,your humanity,ass
y h,polanski fled,kneegros
evo,fled and,assorted
hro,and found,peppermint
cto,found refuge,stans
ors,france in,fetishisation
rse,we accept,innit
ker,accept rapists,othering
mak,rapists on,edgy
aki,the run,look
f s,run because,bref
l d,because theyre,cant
ep,theyre artists,mdrrr
g c,artists its,basically
rep,a problem,hop
fin,problem of,else
ews,french society,oxmo
ws,tw rape,puccino
hy,rape powerful,crit
twi,powerful text,nigga
itt,text expressing,calmos
l s,expressing the,les
hei,the outrage,amis
eir,outrage many,done
cau,many felt,lt
l m,felt when,wife
ici,the for,negrophile
dec,for best,whatever
up,best director,means
dic,director a,seeing
hip,a must,liking
ip,must read,telling
ose,incredible illustration,honestly
r r,illustration by,dancing
uri,by one,lower
lab,the women,bracket
r n,women in,final
nni,my forthcoming,greyhound
orc,forthcoming book,cheering
ady,book eliane,bell
omp,eliane cheung,lunch
tie,florence foresti,meow
 el,foresti guys,harry
ded,are my,shipped
y u,my queen,off
a p,polanskis oscar,purchased
pos,oscar divides,cub
arc,divides elite,hunter
rch,elite world,ontario
ok,world of,named
gin,french cinema,winnie
a r,juliette binoche,hometown
g s,binoche came,winnipeg
a m,came to,beloved
r d,to save,true
t u,save us,kitties
no,us at,aren
tit,least she,pets
n y,she said,prefer
cte,said it,guardians
ize,it better,caretakers
sca,better than,pesquel
que,than the,iz
rds,the other,bravo
bes,other actresses,joachim
ret,i shouldnt,doucement
d g,shouldnt be,surement
pet,be surprised,tho
den,surprised but,il
 ki,olivier carbone,gets
elp,shame on,balls
bet,on you,cyril
ete,full support,romain
rit,weinstein polanski,divoooooooooorce
ppy,polanski and,elo
py,and beyond,late
ets,beyond the,apologize
ki,the ripening,haha
cap,ripening fruits,fank
att,fruits of,breeeef
cce,of by,relax
eca,by jennifer,harryyyy
ape,jennifer izaakson,sha
ibl,france may,shamallow
k y,not be,vendeur
u a,be the,remy
 qu,the good,chance
i a,good exemple,photography
vie,exemple to,became
ull,to follow,stonger
goo,and right,along
m s,now what,windows
g w,what is,york
wn,is your,shot
bre,your proposition,canon
eak,proposition to,fd
ud,to preserve,mmf
o d,preserve occidentals,apocalypse
hta,occidentals countries,field
fte,countries from,paul
a g,from sexism,trevor
ngs,sexism knowing,haigh
op,knowing that,everton
d l,are also,twin
pea,also sexists,rocks
a c,wondering why,cafe
epa,why that,gift
rpo,that paedophile,shop
osp,paedophile rapist,bluff
nag,rapist known,utah
ic,known as,portbou
ana,is still,instagram
inv,still alive,studio
nts,alive in,phineas
ova,wish the,early
mit,cesar heard,riverbanks
air,heard you,belong
dat,you before,runners
tom,thats how,erm
cus,how make,buona
dif,make me,notte
iff,me feel,bonne
ffe,feel actually,nuit
vol,are all,throwback
spr,all brave,awesome
adi,brave for,underground
 nu,for standing,atmosphere
m m,standing against,yeezy
t y,against cowardice,boost
u t,cowardice much,v
lic,much love,triple
uss,me in,white
f m,in fact,sweet
sat,fact it,talented
h g,s so,vannina
loo,so horrendous,santoni
h w,horrendous i,newquay
 ke,i lack,monkey
eep,lack words,mia
p p,deal with,natural
m b,with it,dolphin
bal,im sooooo,reserve
r y,sooooo mad,australia
vis,mad right,mevagissey
nea,all my,pirian
non,my support,usinage
l f,support to,en
l p,its not,cours
rut,a story,machining
uta,story i,boys
w d,wanna tell,tattoo
uel,strong women,convention
urn,women everywhere,photo
big,is breaking,laetitia
ges,breaking my,benady
p a,s maybe,somewhere
yth,maybe good,rainbow
des,good to,sunrise
tro,to remind,clouds
emb,remind ourselves,pixel
os,ourselves that,insta
