text,url,lang
"The women of the #MoLeg are leading the House as we commemorate #InternationalWomensDay and the 100th anniversary of the 19th Amendment. I am proud to live in a country where my daughter can vote, run for office, and sit at a desk that someday may be hers. https://t.co/97M25khH4O",https://twitter.com/elijahhaahr/status/1237132975394787328,native
"In celebration of International Women’s day, the men in the branch presented purple tulips to the women of our team.  Some of those involved are pictured here! #InternationalWomensDay https://t.co/SxNh9ui4ZF",https://twitter.com/rick_laroque/status/1237107960813404161,native
We'd like to extend a huge thank you to everyone that contributed to and interacted with our International Women's Day campaign last week - the feedback has been phenomenal ❤️ #EachForEqual #InternationalWomensDay https://t.co/gCm9AfDkbt,https://twitter.com/openmediauk/status/1237340295911616514,native
Halle Berry via IG Stories (march 8th) ❤️ #InternationalWomensDay https://t.co/yj67Eg7kaD,https://twitter.com/statsofminaj/status/1237078419218862084,native
"My mom raised her 3 siblings (and mine), tended to her mom/dad who were sick, put herself through school, worked at IBM, told my dad no for 3 years, and is the heart of our family. More social + giving than anyone (will bake your friends kid cookies). Tag!#InternationalWomensDay https://t.co/DU4ecEYnoI",https://twitter.com/EmilyLiebtag/status/1237003868581625858,native
"In honor of #InternationalWomensDay yesterday, we want to brag about our 21,324 women who represented at the 2019 Bank of America #ChicagoMarathon. Females: keep on inspiring. https://t.co/Z2vTWYOUj3",https://twitter.com/ChiMarathon/status/1237031821356994561,native
"Melania was radiating on #InternationalWomensDay and her message, unlike the feminists, was one of positivity not ""man-bashing"" 

https://t.co/49UxA6jA6e",https://twitter.com/WayneDupreeShow/status/1237261354567958529,native
"emilyslist: RT HispanicCaucus: Happy #InternationalWomensDay to every woman who has spoken truth to power, who has taken the lead in her community, and who has stood up for what is right.

And to our HispanicCaucus Latinas - keep breaking barriers and ma… https://t.co/NPVq0LqvI0",https://twitter.com/PublicAccessPod/status/1237276895965777920,native
"No, we aren’t choreographing a dance in the back of the branch... I promise👀 yesterday was #InternationalWomensDay and this is the signal for equality - women empower women. Keep doing what you’re doing, you’re all amazing 💕🥺👩🏻‍🤝‍👩🏼 https://t.co/lUdM8dWVsL",https://twitter.com/SarahU4F2/status/1237034174005022721,native
Was finally able to pick up my #InternationalWomensDay pin this morning! #StarWars #WomensDay #Rey #TheRiseOfSkywalker https://t.co/y72JG0s37B,https://twitter.com/PhilSzostak/status/1237189808885100544,native
"HAPPY #InternationalWomensDay to my hero. Through it all, we’ve remained together. That’s love. ❤️ #JulieStrong https://t.co/CoFd4o7tAR",https://twitter.com/TheAndresBlog/status/1237181304787083265,native
"So proud of this girl! She passed her WFX-Fit test on her way to fight some Forrest fires this summer. Proud to say she is my daughter. Some say “small”. I say, “Tough as nails and determined”. #ActuallyICan #InternationalWomensDay https://t.co/7Uvk1lcPXR",https://twitter.com/hoey1822/status/1237007648995901441,native
Happy International women’s Day/Month ❤️❤️❤️ Love to all my Queens 👑❗️❣️ #InternationalWomensDay #InternationalWomenDay2020 #WomensDay #justinavalentine https://t.co/9P5RXb8I8g,https://twitter.com/JustinaMusic/status/1237143656756363264,native
Happy #InternationalWomensDay https://t.co/XsmE3TFSei,https://twitter.com/laurawoermke/status/1237086646782304256,native
"#COMPETITION It’s #InternationalWomensDay and we're giving you the chance to #win the best beauty bundle worth over £400! Featuring the brands we love, founded by incredible women. RT + Follow @cohorted and tell us your favourite female-founded beauty brands👑 *ENDS 15/03/2020* https://t.co/96z4gmWhzI",https://twitter.com/cohorted/status/1236970082754060288,native
A lovely and thoughtful gift from a colleague today to celebrate #InternationalWomensDay https://t.co/rryH0wo5Qm,https://twitter.com/hclaringbull/status/1237083511737155586,native
"A belated #InternationalWomensDay celebratory post to every follower I have, wherher you are female or a a man on our side! 💁🏻‍♀️ https://t.co/eVndX6qdmh",https://twitter.com/CatrinPugh/status/1237094258169057284,native
GM KINGS KNOW YOUR WORTH ON 512 n GBK #InternationalWomensDay https://t.co/CsOSdihlCm,https://twitter.com/alwayswalkaway/status/1236999344936665089,native
"I don't know what prompted me to include her in my #InternationalWomensDay tweet yesterday, it just felt right. This morning she left us, dad is devastated but strong, us 3 kids are a bit lost right now. But dad was with her at the end. Maureen Doane 19/5/46-9/3/20 xx https://t.co/aQqgcPytQX",https://twitter.com/BrotherShaunEPB/status/1237050528577789959,native
One of my favorite pictures with my momma. Happy #InternationalWomensDay https://t.co/Z3ZdQv9YCd,https://twitter.com/BaiteyG/status/1236954883065917441,native
"Yesterday, we missed #InternationalWomensDay - but, would you guys be up for *this* movie someday? 🤔 https://t.co/7Q6IIR95oO",https://twitter.com/FinestGeeks/status/1237043209341145088,native
"I may be late..

But I have this to add for #InternationalWomensDay 

Never.. Ever.. Underestimate the power of a woman! https://t.co/xVwEhj3km3",https://twitter.com/FabuleuxFans/status/1237147900435730432,native
"Here's celebrating the brilliant engineers, project managers, cost managers, ecologists, archaeologists, quantity surveyors, safety advisors, programme managers, communications officers, architects and designers that work on the #BostonBarrier! #InternationalWomensDay https://t.co/FRdP9ohi36",https://twitter.com/BostonBarrierEA/status/1236987982026018817,native
We celebrated the #InternationalWomensDay at the movies. How did you celebrate? 🤩 https://t.co/wGMDtx2JgZ,https://twitter.com/rssplltd/status/1237313131686187008,indian
"Yesterday was International Women’s Day. Sorry, we were late to the party. Here’s to the awesome women at the Corinth Police Department. 
#InternationalWomensDay 👮🏻‍♀️ https://t.co/8FOFXdXQ7L",https://twitter.com/Corinth_Police/status/1236986612321603585,native
I did the damn thing and I’m about to do the damn thing again even though it hurt the first time 💪🏼 #InternationalWomensDay lmao 🤰🏼😄 https://t.co/R108L3wOkn,https://twitter.com/arielmatney/status/1237087871959314432,native
treated myself to the spa yesterday ✨❤️✨✨ #InternationalWomensDay https://t.co/VpQWxEX922,https://twitter.com/ashattracts_/status/1237024653434068993,native
"Nat are one of the most marginalized communities of north India who train young girls to work as tightrope walkers for a living.This is unfortunately still a common site in most north Indian citiesThe 1st picture was clicked in Jodhpur &amp; the 2nd in Punjab
#InternationalWomensDay https://t.co/Z63wuq8gAd",https://twitter.com/KPSinghtweets/status/1237018307577835520,indian
🎶 following on from #InternationalWomensDay here’s a selection from my mainly #punk #vinyl collection. See anyone you know? ;) https://t.co/6Ax277dpMf,https://twitter.com/wisetuna/status/1237076006348959744,native
we had a #InternationalWomensDay picnic yesterday(but we let one boy come bc he’s rlly cute) https://t.co/Jm2OZZ56P5,https://twitter.com/yasdnilnnif/status/1237071708814794752,native
yesterday I reposted this on my ig story for #InternationalWomensDay and my (very supportive) brothers took their support in wildly different directions https://t.co/ivIaXGLvBD,https://twitter.com/elizawich/status/1237134679310053377,native
"For #InternationalWomensDay —I was gonna talk about myself but instead I’m going to tell you about some people who consistently inspire and motivate me to be a better creator and seller:)
(a thread)",https://twitter.com/kannchy/status/1237168834039119872,native
When the company you work for posts about #InternationalWomensDay but YOU know they only offer employees 10 days of maternity leave https://t.co/0Q4BWt8cI4,https://twitter.com/lydiahejka/status/1237079937187811330,native
All of the sights and sounds from yesterday's #InternationalWomensDay game! https://t.co/xWbOX9UDJD,https://twitter.com/NHLFlames/status/1237136076734693376,native
"This afternoon, the grade 8s engaged in a discussion about the magic of perseverance. We read the short story about J K Rowling and how she overcame adversities to achieve success. #InternationalWomensDay https://t.co/hjphQycS9o",https://twitter.com/missvnestico/status/1237152424550371332,native
#InternationalWomensDay @ucuatdurham today - all our strike issues are feminist issues #UCUstrikesback https://t.co/C7trfwdYFn,https://twitter.com/KarenJonesTU/status/1236989723182317568,native
"We celebrated #InternationalWomensDay in our fanzone and inside Molineux on Saturday, as @WolvesWomen went 12 points clear at the top of the table!

🐺📈 https://t.co/L4bJqxxh85",https://twitter.com/Wolves/status/1237007328676896768,native
"Here is a sketch of mine. Probably a lil late for #InternationalWomensDay 
#sketch #mangaart #ComicArt https://t.co/Qeq18mq27k",https://twitter.com/Image170/status/1237032700894158848,native
"In the spirit of #InternationalWomensDay yesterday, let's hear it for our wonderful women at GCC! Thank you for all that you do. https://t.co/SDN14eNkU0",https://twitter.com/GCC_latest/status/1236961769433772032,native
"Happy #InternationalWomensDay 
Thank you to every single woman that has walked through our doors- whether as a student, teacher, FT/PT staff, cleaner, intern, speaker, or interviewee- for your time, organisation, strategy, fight, support &amp; belief. 
We don't do this alone! https://t.co/7iFfOK8vpI",https://twitter.com/23codestreet/status/1236969239149514752,native
"I must be a terrible woman because I missed tweeting about #InternationalWomensDay 😵 But anyways, here’s a pic to celebrate women everywhere. I hope all of you keep kicking ass! 👊 https://t.co/y8OoAjtQr5",https://twitter.com/ABabeFullOfLust/status/1237025895933714439,native
"We're celebrating #InternationalWomensDay with women of all backgrounds and cultures! As developers, we hope to one day see our games played by women all over the world. https://t.co/98BMLvH3Iv",https://twitter.com/prblyMONSTERS/status/1237060582383194112,native
Want to talk about women in agriculture? Love to. #myroots #InternationalWomensDay 🌱 https://t.co/Fy4QIyduts,https://twitter.com/FawnJackson1/status/1237230733095247872,native
"The woman/the art
#InternationalWomensDay https://t.co/FLYeGWZlT8",https://twitter.com/MandyJacek/status/1237001003137929216,native
International Women’s Day is little different this year celebrating it with my little woman and being a Mammy. So much love 💓 #InternationalWomensDay https://t.co/zAlDpQPyvj,https://twitter.com/Stacey4Cannon/status/1237012322675306498,native
For #InternationalWomensDay we'd like to shine a light on just some of the many incredible women at Stanford Radiation Oncology who inspire us. https://t.co/v7NLXurEr5,https://twitter.com/StanfordRadOnc/status/1237098711680815104,native
Found my mini-me today #girlpower #InternationalWomensDay https://t.co/UJQ0Lf53qr,https://twitter.com/marielmxm/status/1237067199812075526,native
"If u know me u know im always late, but also if u know me u know i gotta do something for #InternationalWomensDay ✨ some gals i grew up with can u guess em all? https://t.co/MotgYZnYmL",https://twitter.com/KimEstoesta/status/1237264234611757056,native
Look at my cute ass niece and her bestie #InternationalWomensDay https://t.co/9yajBYIyGG,https://twitter.com/AndiLikeTheBoy/status/1237141200051863561,native
"Born in China, raised in America, loved everywhere she goes. #InternationalWomensDay https://t.co/S4FnMMOOfq",https://twitter.com/jseubanks/status/1237089550201167879,native
"In further Wanderer Women news - Sally (laughing &amp; eating an apple #multitasking) says ""Growing up, I remember spending countless hours in different worlds and within detailed stories. Now I wish to create that joy and bestow it upon the next generation."" #InternationalWomensDay https://t.co/cazClzZmVM",https://twitter.com/wanderervr/status/1236947832281501696,native
"Here at Crawley College, we believe in gender equality, and celebrate women's achievement!🎉 #InternationalWomensDay https://t.co/hHUJUFP17X",https://twitter.com/CrawleyCollege/status/1237000718906769410,native
"Thousands of women across Latin America took to the streets a day after #InternationalWomensDay to protest against femicide, gender violence and discrimination: https://t.co/s5p3WKA9rM https://t.co/qq7pekKfN6",https://twitter.com/dwnews/status/1237270353640132608,german
Yesterday was #InternationalWomensDay. No need to get too fancy about it &amp; don’t worry if you missed it. Just give a big hug to those amazing women who make your life better. I am humbled to have a mother &amp; daughter that make me a better human. 💗 https://t.co/Mlb1SMFEdG,https://twitter.com/MonicaCouryAZ/status/1237030364943532032,native
Hey sorry for not tweeting yesterday but I celebrated #InternationalWomensDay with a new rugby team! Sign your daughters up for sports! https://t.co/VWd5frDjXE,https://twitter.com/mcinerney_mg/status/1237074681150296068,native
"Coming off the heels of #InternationalWomensDay, I had quite the experience this morning...

I was approached by someone (spoiler: an old, white man) in the gym while wearing this shirt. He apparently had some feelings about it. Here’s how that convo went...

(a thread) https://t.co/bYmdyC6Tqy",https://twitter.com/lisahandback/status/1237007872162217984,native
Happy #InternationalWomensDay to all the bad ass women out there 🤙🏼🤙🏼 https://t.co/4CP7RSNlXr,https://twitter.com/keilahTequilaaa/status/1237081902353244160,native
"Man, this took some hours out of my day...
Anyway, yesterday was #InternationalWomensDay, and I wanted to do a new pic for it, so I did a big ol' group shot of pretty much all the major female characters of X&amp;A. I know it's a day late, but I hope it's still all good. https://t.co/RG8SnEnQvd",https://twitter.com/ArrowDSparr0/status/1237220452365414400,native
"Even though yesterday was #InternationalWomensDay, I think it's important to celebrate the achievements and capabilities of women every day 💪 https://t.co/TDZMJKfYpO",https://twitter.com/MissWardRMPS/status/1237121016696111104,native
These cookies were an amazing gift from a student at the end of my day. #Chingona! I’ll take it! #InternationalWomensDay https://t.co/4iszZ3wLcK,https://twitter.com/SrtaPrendergast/status/1237137861687869446,native
Celebrating #InternationalWomensDay! 👭 https://t.co/uc7kbYMYcw,https://twitter.com/StandardGolf/status/1237154019157606411,native
Rocking my Windsor’s Future is Female shirt today because #InternationalWomensDay deserves the other 364 days a year too 👏🏻 https://t.co/8lVIxQ8sQz,https://twitter.com/erindufour2/status/1237040849344761856,native
"My post didn’t load yesterday for #InternationalWomensDay...SO...

DOB, Nicky, CC, Christine, SLewis, Goggs, Soph and of course HRot. Thanks for just being super swell. You rock. Even though you rip me to shreds whenever you can. https://t.co/NVWsC0OddK",https://twitter.com/harryblumenau/status/1236980295603232769,native
To all the strong ladies out there! #InternationalWomensDay https://t.co/AMvqLzxSep,https://twitter.com/Anisings1/status/1237117079175790592,native
"Last Friday marking #InternationalWomensDay with President Michael D, his wife Sabina, Bród &amp; all the fantastic women's organisations was very special, it put me in such a great mood. 💕💕

📸 Maxwell Photography https://t.co/lKbgsru2To",https://twitter.com/LouiseTighe/status/1237180424616640512,native
"Neeta Singhal headed a powerful Chakra workshop on How To Be Happy at Rashtriya Chemicals &amp; Fertilizers wherein she talked about 7 Chakra analysis, how to attune to the laws of life, how to effectively manage stress &amp; how life works though those 7 chakras.
#InternationalWomensDay https://t.co/qdCtS56mW4",https://twitter.com/Singhal_Neeta/status/1236972305781100544,indian
I started each of my lessons today where we went round the room and thanked a woman in our lives. Then I went into a frenzy of loving women and said I was grateful for myself because I’m so bad ass. I regret nothing. #InternationalWomensDay,https://twitter.com/Shabnamagram/status/1237117792933085185,native
Celebrating #InternationalWomensDay with these gorgeous strong women! https://t.co/w3RDRek4vj,https://twitter.com/TheMarissaRosen/status/1237013821681807360,native
Just after #InternationalWomensDay and this queen stands up for herself against Peters Mom. We stan. Love her. #TheBachelor #Maddison https://t.co/NwdmQ9DsTa,https://twitter.com/JesseJo19/status/1237212642118434818,native
extremely sorry for the late #InternationalWomensDay post... took me too long to find the right pose! https://t.co/DmcEQXcSRv,https://twitter.com/the_cubber/status/1237042027210190850,native
"I come from a long line of farmers on both sides of my family but the Jones men dominated the story a bit. I know my mother (Avril), grandmothers, great grandmothers &amp; great great grandmothers worked just as hard. Here are some of their faces #InternationalWomensDay https://t.co/Sv9kRHKGOu",https://twitter.com/Jonesthejourno/status/1236994586456788992,native
On the heels of #InternationalWomensDay https://t.co/gIUJ8cp2Ly,https://twitter.com/KimBeal8/status/1237183536135909377,native
"The definition of a party pooper.
Happy belated #InternationalWomensDay everybody! https://t.co/WaBo2BLYX5",https://twitter.com/ayytrae/status/1237200914382897155,native
Late shoutout  for #InternationalWomensDay to all my badass friends that do any sort of sex work. You bravely expose yourselves to the world in ways most people are unwilling to. The things you deal with on the daily are things 99% of us will never face and couldn’t if we did. https://t.co/pOtKuhv6yW,https://twitter.com/burkemade/status/1237093853431123968,native
For #internationalwomensday here is a photo of my six generation direct line of strong women https://t.co/gUjRhyZkRX,https://twitter.com/LorineMS/status/1236939846880550913,native
"Shout out to all the ladies out there doing their dang thing! Sending you love &amp; support yesterday, today, always. And to the incredible men who stand beside us as teammates, friends, colleagues...thank you for your partnership &amp; collaboration to be GREAT! #InternationalWomensDay https://t.co/lpk6PnKDXs",https://twitter.com/LisaKerney/status/1237174576561426432,native
"Maybe late but... ⭐️
The woman              The art  #InternationalWomensDay https://t.co/sxjLRA5qoZ",https://twitter.com/Hikcup_/status/1237036311598546946,native
I meant to post this yesterday for #InternationalWomensDay Better late than never. Me and my girls 😊 https://t.co/h13XeA3Zo5,https://twitter.com/GothicBlue/status/1237134602151608323,native
Because she’s MY Queen! #proudhusband #blessedbeyondmeasure #InternationalWomensDay https://t.co/KTnPA26byt,https://twitter.com/Mr__Portis/status/1237012876436668418,native
So proud of my daughter 😄👍🏼❤️ #InternationalWomensDay https://t.co/9TmV7AKQB4,https://twitter.com/Lucas31021/status/1236994677368164352,native
"I put together a little stand for #InternationalWomensDay at work, for the second year in a row. 🥳 https://t.co/3D0sMkdu7B",https://twitter.com/acciovictoria/status/1236985905153523712,native
Post four female fictional characters that mean the world to you #InternationalWomensDay https://t.co/xagNTMd9h3,https://twitter.com/CerisiaCosplay/status/1236982336333504517,german
"Know Them, Be Them, Raise Them. #InternationalWomensDay https://t.co/lpV04B6H7s",https://twitter.com/samro27/status/1236994643545513986,native
Rabbit in the moon :) #latteart #InternationalWomensDay https://t.co/xtwP2JfPwR,https://twitter.com/ginchi_0/status/1236974964391239680,japanese
Yesterday was International Women’s Day! Huge shoutout to all of the superwomen out there. 💪🏼 #dehlinger #dehlingerconstruction #internationalwomensday https://t.co/BKZonuaZni,https://twitter.com/MyDehlinger/status/1236965136251961344,native
Looks like it's still #InternationalWomensDay on Pornhub.,https://twitter.com/AliceFromQueens/status/1236954953954004992,native
"Behind every successful woman is HERSELF!  👸💪❤

#Interdenominational https://t.co/NLWfNRR8So",https://twitter.com/EraperAdi/status/1236949572678832128,native
"A man openly harassing women 🚺 participating in #InternationalWomensDay  march in Pakistan 🇵🇰.
Where are the authorities?
Where are the self proclaimed women rights NGOs?

 https://t.co/RjgGxxxmcm",https://twitter.com/anasinqilabi/status/1236940518359261185,turkish
"Happy #InternationalWomensDay #iwd2020
Let’s celebrate women all over the world 🌟🌍 #LiveYourPower https://t.co/BROJhq116S",https://twitter.com/virginiedarbon/status/1236922958242865152,french
"There is not one single right afforded to men in America that is denied to women, except the lovely privilege of being drafted and killed in war based solely on one’s sex. #InternationalWomensDay https://t.co/DKdNyT28vg",https://twitter.com/RealJamesWoods/status/1236903285707001857,native
"Why is this type of ""justice"" not made a big issue world wide?
#InternationalWomensDay https://t.co/phhPZpengJ",https://twitter.com/mariawirth1/status/1236890923453149186,german
Start doing nails 2months ago and wanted to share my progress 💅🏾💋 #InternationalWomensDay ms.amournails 🤍 https://t.co/UqOMOmZ1al,https://twitter.com/thedoll2x/status/1236870798427729922,native
Taking care of women and fighting for our rights with other women #InternationalWomensDay https://t.co/gLiUjsRyZG,https://twitter.com/KPobgyndoc/status/1236866310522322950,native
I got super emotional today because we discussed #InternationalWomensDay at work and I brought up my little sister and immediately burst into tears. I am so incredibly proud of this lady and I miss her so much. She’s out kicking butt in LA and my biggest inspiration. ❤️ https://t.co/hfsoE6yH9G,https://twitter.com/DanniDPS/status/1236863270969135104,native
May we raise them #InternationalWomensDay https://t.co/sreabrPOUY,https://twitter.com/ToriTyson/status/1236862273970491394,native
“Teach your daughters to worry less about fitting into glass slippers and more about shattering glass ceilings” #InternationalWomensDay https://t.co/ckdJznTzEu,https://twitter.com/cmcpher/status/1236852684419989504,native
"I dream of a day when we won’t need to have an #InternationalWomensDay A day where we are paid &amp; treated equally, a day when we can make our own decisions about our bodies.",https://twitter.com/MissMargoPrice/status/1236850433987170306,native
#InternationalWomensDay had to jump on this today✨ https://t.co/Mih6FwU2sX,https://twitter.com/xoragan/status/1236847994013659139,native
"Gun rights are women’s rights 🇺🇸#internationalwomensday 
@VolquartsenGuns https://t.co/X75xKSv45E https://t.co/x6V53m0tof",https://twitter.com/KatiePavlich/status/1236836243750694913,native
"On this #InternationalWomensDay, I'm proud to support the last woman running for president, @TulsiGabbard. https://t.co/r9YO75NHAn",https://twitter.com/brianchall/status/1236828590429417472,native
played around w my phone today &amp; decided to be my own hype wo[man]. #InternationalWomensDay https://t.co/Tg5GQZ98Uu,https://twitter.com/kayylee7_/status/1236825777561370624,native
Happy #InternationalWomensDay to the fabulous leading ladies of Parks &amp; Rec. 🥰 https://t.co/3TvR8lWwik,https://twitter.com/nocontextpawnee/status/1236824432552759297,native
"Holy shit.

This is how Chile celebrated #InternationalWomensDay 

A million women flooding the streets, demanding a more just society.

 https://t.co/G83JoSRD3c",https://twitter.com/JoshuaPotash/status/1236823058582835200,native
Teaching her to not to worry about fitting into glass slippers and more about shattering glass ceilings #InternationalWomensDay https://t.co/ftoYqFYscb,https://twitter.com/LisaMackey80/status/1236819480858128384,native
"This is how normalized misandry is, with over 100k likes to boot.

As a woman, I would have liked to have celebrated #InternationalWomensDay being positive about women and not feeding into division, but that's just me.

Also confirmed I'll never get verified 😂 https://t.co/VooVbBvakP",https://twitter.com/MelonieMac/status/1236817222598885377,native
#InternationalWomensDay ❤️ a thread https://t.co/X73xGTeygf,https://twitter.com/Bosslogic/status/1236821910664577026,native
#InternationalWomensDay  to my body. 💦 https://t.co/QuBpIcqqem,https://twitter.com/justbclt/status/1236821877605257216,native
"My friend just met my mom for the first time. She kept referring to Gary, who lives with her.

My mom asked if Gary was her husband.

My friend replied, “Gary is my cat.”

Happy #InternationalWomensDay to all the amazing women in my life. 💜",https://twitter.com/EugeneLeeYang/status/1236808251259277312,native
Happy #InternationalWomensDay to all of my babes out there crushing every day every second! ❤️ https://t.co/aZZRHQWrVX,https://twitter.com/thebonnierotten/status/1236805781032333312,native
